,energies,1000000000000000.0,1122018454301965.2,1258925411794166.2,1412537544622755.5,1584893192461111.0,1778279410038922.8,1995262314968882.8,2238721138568337.8,2511886431509582.0,2818382931264449.0,3162277660168379.5,3548133892335760.5,3981071705534969.5,4466835921509635.0,5011872336272715.0,5623413251903491.0,6309573444801943.0,7079457843841373.0,7943282347242822.0,8912509381337477.0,1e+16,1.1220184543019652e+16,1.2589254117941714e+16,1.4125375446227496e+16,1.5848931924611108e+16,1.7782794100389228e+16,1.9952623149688828e+16,2.2387211385683468e+16,2.511886431509572e+16,2.8183829312644492e+16,3.162277660168379e+16,3.5481338923357604e+16,3.981071705534986e+16,4.466835921509653e+16,5.0118723362727144e+16,5.623413251903491e+16,6.309573444801943e+16,7.0794578438414024e+16,7.943282347242854e+16,8.91250938133744e+16,1e+17,1.1220184543019653e+17,1.2589254117941714e+17,1.4125375446227613e+17,1.584893192461111e+17,1.778279410038923e+17,1.995262314968883e+17,2.238721138568347e+17,2.5118864315095923e+17,2.8183829312644493e+17,3.1622776601683795e+17,3.5481338923357606e+17,3.9810717055349856e+17,4.466835921509653e+17,5.011872336272756e+17,5.6234132519034906e+17,6.309573444801943e+17,7.079457843841403e+17,7.943282347242854e+17,8.912509381337514e+17,1e+18,1.1220184543019653e+18,1.2589254117941714e+18,1.4125375446227612e+18,1.5848931924611238e+18,1.7782794100389228e+18,1.995262314968883e+18,2.238721138568347e+18,2.5118864315095926e+18,2.818382931264472e+18,3.1622776601683794e+18,3.5481338923357604e+18,3.9810717055349857e+18
0,5e-07,1.6734658624644738e+25,1.4540729364195192e+25,1.2626045416746534e+25,1.0955852171291618e+25,9.499587121849888e+24,8.230501968430568e+24,7.125080910436367e+24,6.162761241359148e+24,5.325469401618746e+24,4.5974120133758405e+24,3.964716420389464e+24,3.41526556126039e+24,2.938427700003898e+24,2.52491454941693e+24,2.166587720013477e+24,1.856337710594071e+24,1.587944947114824e+24,1.3559762440505356e+24,1.1556835576520485e+24,9.829218189705928e+23,8.340737557795978e+23,7.05982219687232e+23,5.958956305136292e+23,5.014145178895975e+23,4.204501203643065e+23,3.5118314933444264e+23,2.9203183732994297e+23,2.4162029317168417e+23,1.98754337849934e+23,1.623969663644698e+23,1.3164997253332993e+23,1.0573507409675665e+23,8.398015051941965e+22,6.5804606894475944e+22,5.070930062289218e+22,3.826597478796853e+22,2.8110850315079047e+22,1.993925047940246e+22,1.3504189056017433e+22,8.611578334552041e+21,5.09845749034061e+21,2.780079624175994e+21,1.4021629368137886e+21,6.64888682158744e+20,3.01167430129306e+20,1.2887931878398527e+20,4.880719138286728e+19,1.5333028484214886e+19,4.17658463715625e+18,1.0473392432998072e+18,2.1439799014727293e+17,3.4335688244988276e+16,4929700293249075.0,746335323492547.2,423842261786696.75,542649705661337.8,757159666873297.1,1060292218574410.1,1484930037699399.0,2079650000387476.8,2912550000002088.0,4079030000000007.0,5712680000000000.0,8000620000000000.0,1.12049e+16,1.56925e+16,2.19773e+16,3.07792e+16,4.31064e+16,5.87136e+16,8.68099e+16,1.2269e+17,1.66271e+17
1,5.07315e-07,1.6493357240538373e+25,1.4331062438490925e+25,1.2443986497513178e+25,1.0797875935040981e+25,9.362608927381438e+24,8.111822859594475e+24,7.022341006578852e+24,6.073897156499406e+24,5.248678353331447e+24,4.53111894472308e+24,3.90754630495798e+24,3.3660180891389906e+24,2.896055860815551e+24,2.488505261054732e+24,2.1353452482199265e+24,1.8295688333615233e+24,1.5650461227914263e+24,1.3364222723601697e+24,1.13901770060978e+24,9.687471065554527e+23,8.220453756144281e+23,6.958008824903453e+23,5.873017221963429e+23,4.941830224695415e+23,4.1438613984242537e+23,3.4611801815625456e+23,2.878196975600089e+23,2.3813512595614365e+23,1.958873433011235e+23,1.6005429726123512e+23,1.297507329712634e+23,1.0420959029545498e+23,8.276844005881413e+22,6.485505898632401e+22,4.9977501603221996e+22,3.771368592165987e+22,2.770507786107065e+22,1.965139297857532e+22,1.330920443621007e+22,8.487219460491414e+21,5.024821730648451e+21,2.739923442601249e+21,1.3819081704047077e+21,6.552835155617807e+20,2.968163573593824e+20,1.2701714755018763e+20,4.81018915120992e+19,1.5111437674545185e+19,4.116224507005474e+18,1.0322052558591141e+18,2.113046268378907e+17,3.3847466374339932e+16,4869819013146055.0,751492686609360.6,440048933031683.44,566083707395588.2,790019457069103.8,1106312186493249.4,1549390037154233.2,2169920000381873.5,3038970000002058.0,4256080000000007.0,5960650000000000.0,8347890000000000.0,1.16912e+16,1.63736e+16,2.29312e+16,3.21152e+16,4.49774e+16,6.17991e+16,9.09142e+16,1.27704e+17,1.72698e+17
2,5.14736e-07,1.6255567356463067e+25,1.4124446657391155e+25,1.2264576961759364e+25,1.0642198622854549e+25,9.227624086312535e+24,7.994870809623573e+24,6.921096208840218e+24,5.986326252108692e+24,5.173004794567969e+24,4.4657905954146306e+24,3.851208148544584e+24,3.317487283028625e+24,2.8543006310832527e+24,2.452625813075803e+24,2.1045574275331512e+24,1.8031895059623244e+24,1.5424805299718982e+24,1.3171528567377217e+24,1.122594370806398e+24,9.547786693932916e+23,8.101920365436331e+23,6.857677075889192e+23,5.788328753683522e+23,4.870567622419194e+23,4.084104044382513e+23,3.4112659649969716e+23,2.8366885429002367e+23,2.3470067608817706e+23,1.9306207024054318e+23,1.577457194836074e+23,1.278791317969137e+23,1.0270630586052755e+23,8.157436282779655e+22,6.391932922867774e+22,4.925635197766181e+22,3.716943415607224e+22,2.730521035045335e+22,1.9367724481887213e+22,1.3117057301976837e+22,8.364670301305351e+21,4.952257545061838e+21,2.700351628324202e+21,1.3619481587284524e+21,6.458181268705963e+20,2.9252860302356218e+20,1.2518207536273587e+20,4.740685549120454e+19,1.4893071628368826e+19,4.0567428887113974e+18,1.0172916841993155e+18,2.0825653168568595e+17,3.336670304654808e+16,4811303454384406.0,757268087923150.6,456990569211860.44,590536145675976.6,824306264870440.9,1154332154878946.0,1616640036617000.8,2264100000376351.5,3170880000002028.0,4440820000000007.0,6219370000000000.0,8710240000000000.0,1.21987e+16,1.70843e+16,2.39266e+16,3.35092e+16,4.69297e+16,6.4982e+16,9.51983e+16,1.32832e+17,1.7926e+17
3,5.22266e-07,1.6021192041083957e+25,1.392079779719753e+25,1.2087743675988038e+25,1.048875677530579e+25,9.094577574179537e+24,7.879598144840055e+24,6.821305246358873e+24,5.900012831274619e+24,5.09841787818318e+24,4.401400335368531e+24,3.7956789857791326e+24,3.269653360103643e+24,2.8131449899393083e+24,2.4172615797831713e+24,2.074211707778579e+24,1.7771889752753841e+24,1.5202389701445246e+24,1.2981601423066656e+24,1.1064068735278397e+24,9.410108134687167e+23,7.985089067385447e+23,6.75878605115801e+23,5.704856378364274e+23,4.800328322979741e+23,4.025204782365144e+23,3.362068496896367e+23,2.7957761549351326e+23,2.3131554356789948e+23,1.902773669897257e+23,1.554702919758868e+23,1.2603440608127303e+23,1.0122460800153676e+23,8.039743207941992e+22,6.29970361859055e+22,4.854555778082168e+22,3.6632997635467407e+22,2.6911084783476996e+22,1.9088129356302496e+22,1.2927669327537203e+22,8.243880901741698e+21,4.880735353923119e+21,2.661348050512572e+21,1.3422747653981694e+21,6.364886576677197e+20,2.883024192865532e+20,1.2337335418444394e+20,4.67218000011132e+19,1.4677841334500102e+19,3.9981155384760474e+18,1.0025924534130166e+18,2.0525246832993914e+17,3.2893210691758228e+16,4754144131171866.0,763681793593604.2,474698950463982.2,616052008452129.0,860081089791327.2,1204432123718612.8,1686810036087483.0,2362380000370909.0,3308510000001999.0,4633580000000007.0,6489330000000000.0,9088310000000000.0,1.27282e+16,1.78259e+16,2.49651e+16,3.49637e+16,4.89667e+16,6.83329e+16,9.95451e+16,1.38093e+17,1.86265e+17
4,5.29907e-07,1.5790170764291034e+25,1.3720063263259082e+25,1.1913440970977485e+25,1.033751076427987e+25,8.963435030196612e+24,7.765975094757771e+24,6.722942346975635e+24,5.814934602567522e+24,5.024898341251521e+24,4.337931535062522e+24,3.7409444756192424e+24,3.2225039667055027e+24,2.772578308467947e+24,2.3824034279584883e+24,2.0443002518264674e+24,1.7515605263658114e+24,1.498315699171701e+24,1.2794392239809363e+24,1.0904510281675028e+24,9.274399830752233e+23,7.869929688970596e+23,6.66131021096996e+23,5.622578538308577e+23,4.731094186273384e+23,3.96714840096304e+23,3.313575071451044e+23,2.7554492456119397e+23,2.2797885414606147e+23,1.8753251436715858e+23,1.5322742708285548e+23,1.2421607940279518e+23,9.976411405303884e+22,7.923734385783796e+22,6.2087941665265354e+22,4.784493544195937e+22,3.6104237818970204e+22,2.6522599372700256e+22,1.8812535393178194e+22,1.2740991601278137e+22,8.124820066555062e+21,4.810236685807744e+21,2.6229026360461513e+21,1.322882909535276e+21,6.272926985117974e+20,2.8413671468885718e+20,1.215905168936329e+20,4.6046548120384e+19,1.4465691209905965e+19,3.940327319090816e+18,9.881037724812833e+17,2.0229166871248413e+17,3.242687731029386e+16,4698338879627500.0,770755096436548.5,493206939491422.25,642677288199024.0,897408931528285.1,1256712093004202.0,1760030035565542.8,2464920000365544.5,3452120000001970.0,4834700000000007.0,6771000000000000.0,9482800000000000.0,1.32807e+16,1.85996e+16,2.60488e+16,3.64813e+16,4.80326e+16,7.18139e+16,1.0405e+17,1.43469e+17,1.93501e+17
5,5.37659e-07,1.5562503610633584e+25,1.352224312904073e+25,1.1741668910519106e+25,1.0188460645129887e+25,8.834196502359375e+24,7.654001700960542e+24,6.626007546689409e+24,5.731091597124374e+24,4.952446210679705e+24,4.2753842177249473e+24,3.6870046380966793e+24,3.176039120089964e+24,2.7326006015157843e+24,2.3480513703591577e+24,2.0148230706238263e+24,1.7263041686131205e+24,1.4767107250769152e+24,1.2609901086120242e+24,1.0747268405649163e+24,9.140661831794708e+23,7.756442272337864e+23,6.565249590999306e+23,5.5414952636285214e+23,4.6628652376384694e+23,3.909934921423707e+23,3.26578570640865e+23,2.715707829689522e+23,2.2469060904382652e+23,1.8482751337740457e+23,1.510171256253584e+23,1.2242415242695227e+23,9.832482454954622e+22,7.809409858762044e+22,6.119204599946821e+22,4.715448521748904e+22,3.5583154900096493e+22,2.613975426030132e+22,1.8540942693376427e+22,1.2557024191520214e+22,8.00748783931961e+21,4.740761566517143e+21,2.585015398995661e+21,1.303772598237403e+21,6.182302527689704e+20,2.800314907562407e+20,1.198335641443866e+20,4.538110009844635e+19,1.4256621335529855e+19,3.8833782562059796e+18,9.738256531079808e+17,1.993741429187258e+17,3.1967716075359308e+16,4643905723726032.0,778512998836600.1,512547536485958.2,670459984927172.8,936356790081738.6,1311262062735725.2,1836420035051180.5,2571910000360257.5,3601960000001941.5,5044550000000007.0,7064900000000000.0,9894410000000000.0,1.38571e+16,1.94069e+16,2.71794e+16,3.80648e+16,5.05946e+16,7.5428e+16,1.08629e+17,1.49035e+17,2.01212e+17
6,5.45524e-07,1.533813033126035e+25,1.3327285044277415e+25,1.1572382037597452e+25,1.0041566973876707e+25,8.70682778954257e+24,7.543648331293542e+24,6.530475193093732e+24,5.648461627094701e+24,4.881042313049139e+24,4.213741831104163e+24,3.6338451988060437e+24,3.130246524000903e+24,2.693201289555292e+24,2.3141963162051733e+24,1.9857723634568634e+24,1.7014132182839863e+24,1.4554183304132313e+24,1.2428079139058007e+24,1.0592301495390543e+24,9.00885874596874e+23,7.644596784667956e+23,6.470578770178875e+23,5.461585096796836e+23,4.595623421260998e+23,3.8535492030192626e+23,3.2186877549982214e+23,2.6765413901713732e+23,2.2144993807422576e+23,1.821616481806951e+23,1.4883880267877229e+23,1.2065815094593523e+23,9.690635860370585e+22,7.696739372528029e+22,6.030911210255707e+22,4.647402438964712e+22,3.5069610981714284e+22,2.5762448131803836e+22,1.8273279383778496e+22,1.237571841392287e+22,7.891853169741633e+21,4.672291610456029e+21,2.547676313046647e+21,1.284938774234821e+21,6.092989221935912e+20,2.759856611011824e+20,1.1810203098585933e+20,4.472527983615247e+19,1.405057638682511e+19,3.8272532830708255e+18,9.597543226178604e+17,1.9649912550117517e+17,3.151561656345475e+16,4590846579340199.0,786979801542186.0,532758604788925.9,699450091146519.1,976995665149620.1,1368182032905172.5,1916130034544260.0,2683550000355047.0,3758310000001913.5,5263520000000006.0,7371560000000000.0,1.03239e+16,1.44586e+16,2.02493e+16,2.83592e+16,3.9717e+16,5.31941e+16,7.91955e+16,1.13338e+17,1.54706e+17,2.09303e+17
7,5.53505e-07,1.511696599774909e+25,1.3135115214609164e+25,1.1405516274765042e+25,9.896774149212662e+24,8.581280680908194e+24,7.434873215463966e+24,6.436309125857536e+24,5.567013415879948e+24,4.8106596209865744e+24,4.152981042695273e+24,3.581446036156567e+24,3.085108845300667e+24,2.6543654593962173e+24,2.2808254508853532e+24,1.9571371342268814e+24,1.6768782538058158e+24,1.4344304557116696e+24,1.2248857576474412e+24,1.0439550893757695e+24,8.878940683964169e+23,7.534350890880553e+23,6.377261914279796e+23,5.382817790698493e+23,4.529343285173653e+23,3.797969902967209e+23,3.172263389986875e+23,2.637935102012722e+23,2.1825561459800355e+23,1.7953390970979354e+23,1.4669163371741662e+23,1.1891740650350105e+23,9.550817930633224e+22,7.585680279728006e+22,5.9438805771711945e+22,4.580329539450016e+22,3.4563411680273333e+22,2.539053817156511e+22,1.80094441500811e+22,1.219700564171562e+22,7.777872288482902e+21,4.6048009007894485e+21,2.510871244833637e+21,1.2663743086624723e+21,6.004953261530331e+20,2.719976943214495e+20,1.1639526200997539e+20,4.407883909823869e+19,1.3847478375857275e+19,3.771931159459377e+18,9.458844600600511e+17,1.9366553818726765e+17,3.1070417793466612e+16,4539155364220812.0,796178109242204.2,553875951762566.6,729700596298877.6,1019395556306127.0,1427562003501252.0,1999300034044589.5,2800030000349911.5,3921440000001885.5,5491980000000006.0,7691530000000000.0,1.0772e+16,1.50862e+16,2.11282e+16,2.95901e+16,4.1441e+16,5.60362e+16,8.30662e+16,1.18135e+17,1.60666e+17,2.17856e+17
8,5.61602e-07,1.4899010847629774e+25,1.2945733846425931e+25,1.124107180123532e+25,9.75408232664491e+24,8.457555311293547e+24,7.327676470296036e+24,6.343509446114958e+24,5.486747050955303e+24,4.741298210082857e+24,4.09310191775522e+24,3.5298072064248294e+24,3.0406261324670204e+24,2.616093152748153e+24,2.2479388102399303e+24,1.9289174136880492e+24,1.652699301529104e+24,1.413747123513159e+24,1.2072236590853002e+24,1.0289016764804416e+24,8.750907785312692e+23,7.425704709379495e+23,6.285299123524157e+23,5.305193429929402e+23,4.46402490056115e+23,3.743197080959582e+23,3.126512661234276e+23,2.5998890066766344e+23,2.1510764204585634e+23,1.769443007868852e+23,1.4457562104734612e+23,1.1720192096920547e+23,9.413028815906695e+22,7.476232699639201e+22,5.858112794164003e+22,4.514229895240975e+22,3.4064557539430693e+22,2.502402477901578e+22,1.774943727564288e+22,1.202088606683583e+22,7.665545317958906e+21,4.538289510002628e+21,2.4746002338857075e+21,1.2480792214592307e+21,5.918194741031438e+20,2.6806759470161225e+20,1.1471325905170278e+20,4.344177858168286e+19,1.3647327524255472e+19,3.717411950190585e+18,9.322160875350726e+17,1.9087339302630723e+17,3.063213525199002e+16,4488853145721768.5,806137928635926.5,575939577945655.0,761265500413777.6,1063644463552450.4,1489531974523995.8,2086080033552169.2,2921560000344850.0,4091650000001858.5,5730360000000006.0,8025380000000000.0,1.12396e+16,1.5741e+16,2.20453e+16,3.08745e+16,4.32398e+16,5.89251e+16,8.71056e+16,1.23052e+17,1.66713e+17,2.26994e+17
