energies,1000000000000000.0,1091850416099001.4,1192137331135562.5,1301635641047522.2,1421191416287027.5,1551728439229320.0,1694255342045187.0,1849873400189993.2,2019785041727918.8,2205303138241175.8,2407861149113061.5,2629024197567715.5,2870501164048653.5,3134157890379190.0,3422031596730501.0,3736346622794127.5,4079531614787867.0,4454238291095163.5,4863361931536359.0,5310063748588038.0,5797795313408072.0,6330325225401444.0,6911768231396571.0,7546617019430205.0,8239776932804675.0,8996603872645774.0,9822945681826176.0,1.0725187330019842e+16,1.1710300249021902e+16,1.2785896199538804e+16,1.3960286085665084e+16,1.524254417149452e+16,1.66425781960537e+16,1.81712059283214e+16,1.984023875385836e+16,2.1662572938903784e+16,2.3652289277117064e+16,2.5824761888914212e+16,2.819677701406885e+16,3.0786662715461828e+16,3.361443049617661e+16,3.670192992418139e+16,4.007301745935384e+16,4.375374078733804e+16,4.777254008454289e+16,5.216046776941437e+16,5.695142843795363e+16,6.218244083741217e+16,6.789392390238002e+16,7.413000906340816e+16,8.093888124130494e+16,8.837315116190646e+16,9.649026186810752e+16,1.053529325701948e+17,1.1502964326401722e+17,1.255951638615369e+17,1.3713113192224131e+17,1.4972668344942624e+17,1.634791416253795e+17,1.7849476880717818e+17,1.948895875936141e+17,2.1279027730745037e+17,2.3233515281996157e+17,2.536752332809001e+17,2.7697540901176202e+17,3.0241571557868346e+17,3.301927248894628e+17,3.6052106406342304e+17,3.936350738101032e+17,4.2979061913072224e+17,4.692670663333265e+17,5.123694416376044e+17,5.5943078804843136e+17,6.10814738709272e+17,6.669183266191215e+17,7.281750524231375e+17,7.950582339811148e+17,8.680846635952174e+17,9.478186011555997e+17,1.034876134058115e+18,1.1299299375822788e+18,1.2337144725119296e+18,1.3470316601595215e+18,1.470757078643702e+18,1.6058467282976778e+18,1.7533444184830395e+18,1.9143898328855683e+18,2.0902273356118054e+18,2.2822155861292567e+18,2.491838037342855e+18,2.7207143979241155e+18,2.9706131474599895e+18,3.2434652011233536e+18,3.541378829449194e+18,3.866655948498297e+18,4.221809906279544e+18,4.609584902862206e+18,5.032977194233774e+18,5.495258243740931e+18,6.000000000000003e+18
1e-06,5.48441e+23,4.60088e+23,3.8682e+23,3.25549e+23,2.73986e+23,2.30521e+23,1.93945e+23,1.63222e+23,1.37405e+23,1.15659e+23,9.72861e+22,8.17386e+22,6.86021e+22,5.7544e+22,4.82657e+22,4.04881e+22,3.39615e+22,2.84707e+22,2.38356e+22,1.99089e+22,1.65737e+22,1.37382e+22,1.13267e+22,9.27595e+21,7.53264e+21,6.05233e+21,4.80211e+21,3.76021e+21,2.91074e+21,2.23576e+21,1.71067e+21,1.30569e+21,9.91118e+20,7.42401e+20,5.4268e+20,3.82627e+20,2.5788e+20,1.65449e+20,1.01125e+20,5.92002e+19,3.35351e+19,1.85889e+19,1.0095e+19,5.23124e+18,2.46456e+18,1.02782e+18,3.89961e+17,1.41328e+17,4.86388e+16,1.43979e+16,3625830000000000.0,868140000000000.0,198889000000000.0,59759700000000.0,43932600000000.0,51677600000000.0,66210700000000.0,85557400000000.0,110634000000000.0,143068000000000.0,185010000000000.0,239247000000000.0,309386000000000.0,400086000000000.0,517375000000000.0,669050000000000.0,865189000000000.0,1118830000000000.0,1446830000000000.0,1870980000000000.0,2419480000000000.0,3128780000000000.0,4046020000000000.0,5232150000000000.0,6766020000000000.0,8749560000000000.0,1.13146e+16,1.46316e+16,1.8921e+16,2.44679e+16,3.1641e+16,4.09169e+16,5.01333e+16,6.81506e+16,9.12226e+16,1.18708e+17,1.50392e+17,1.88893e+17,2.40845e+17,3.15381e+17,4.18209e+17,5.45317e+17,6.94086e+17,8.89089e+17,1.16443e+18,1.5106e+18,1.92664e+18,2.50287e+18,3.23101e+18,4.14191e+18
1.052e-06,5.23429e+23,4.39348e+23,3.69444e+23,3.10864e+23,2.61537e+23,2.19981e+23,1.85044e+23,1.55716e+23,1.31068e+23,1.10291e+23,9.27187e+22,7.78477e+22,6.52957e+22,5.47451e+22,4.58995e+22,3.84869e+22,3.22667e+22,2.70328e+22,2.26146e+22,1.88745e+22,1.57045e+22,1.30175e+22,1.07394e+22,8.80642e+21,7.16312e+21,5.76516e+21,4.58143e+21,3.59211e+21,2.78345e+21,2.13972e+21,1.63855e+21,1.25182e+21,9.51142e+20,7.13162e+20,5.21865e+20,3.68312e+20,2.48409e+20,1.59447e+20,9.74712e+19,5.70592e+19,3.23344e+19,1.79372e+19,9.74568e+18,5.0506e+18,2.37927e+18,9.9234e+17,3.76448e+17,1.36359e+17,4.69484e+16,1.38923e+16,3497800000000000.0,840496000000000.0,196133000000000.0,63527200000000.0,50089600000000.0,59835200000000.0,76784300000000.0,99233400000000.0,128320000000000.0,165938000000000.0,214585000000000.0,277493000000000.0,358843000000000.0,464042000000000.0,600081000000000.0,776001000000000.0,1003490000000000.0,1297680000000000.0,1678110000000000.0,2170070000000000.0,2806250000000000.0,3628930000000000.0,4692800000000000.0,6068540000000000.0,7847610000000000.0,1.01482e+16,1.31233e+16,1.69705e+16,2.19456e+16,2.83793e+16,3.6699e+16,4.74577e+16,5.98753e+16,8.08688e+16,1.066e+17,1.36409e+17,1.71428e+17,2.16546e+17,2.80484e+17,3.71315e+17,4.89184e+17,6.27687e+17,7.98033e+17,1.03707e+18,1.35768e+18,1.73758e+18,2.23622e+18,2.90915e+18,3.71797e+18,4.81567e+18
1.107e-06,4.99136e+23,4.18674e+23,3.51645e+23,2.95557e+23,2.48513e+23,2.09037e+23,1.75919e+23,1.481e+23,1.24664e+23,1.04858e+23,8.81028e+22,7.39549e+22,6.20563e+22,5.20801e+22,4.37209e+22,3.6709e+22,3.08125e+22,2.58381e+22,2.16285e+22,1.80593e+22,1.50317e+22,1.24639e+22,1.02859e+22,8.4365e+21,6.86261e+21,5.5221e+21,4.38571e+21,3.43522e+21,2.65801e+21,2.03963e+21,1.55895e+21,1.18892e+21,9.02123e+20,6.75907e+20,4.9451e+20,3.49017e+20,2.35408e+20,1.51082e+20,9.23071e+19,5.40052e+19,3.06058e+19,1.69924e+19,9.23883e+18,4.78668e+18,2.25313e+18,9.39332e+17,3.56369e+17,1.2913e+17,4.44087e+16,1.31309e+16,3309170000000000.0,798489000000000.0,191135000000000.0,67695100000000.0,57231100000000.0,69349200000000.0,89120300000000.0,115189000000000.0,148954000000000.0,192621000000000.0,249090000000000.0,322113000000000.0,416545000000000.0,538659000000000.0,696574000000000.0,900782000000000.0,1164860000000000.0,1506350000000000.0,1947950000000000.0,2519020000000000.0,3257490000000000.0,4212470000000000.0,5447400000000000.0,7044370000000000.0,9109500000000000.0,1.17801e+16,1.52335e+16,1.96994e+16,2.54745e+16,3.29427e+16,4.26002e+16,5.25953e+16,7.14395e+16,9.52694e+16,1.23387e+17,1.55861e+17,1.9587e+17,2.5075e+17,3.2964e+17,4.36824e+17,5.6701e+17,7.20474e+17,9.26062e+17,1.21498e+18,1.56984e+18,2.00514e+18,2.60909e+18,3.35555e+18,4.31442e+18,5.57269e+18
1.164e-06,4.76892e+23,3.9999e+23,3.35824e+23,2.82135e+23,2.37151e+23,1.99445e+23,1.67828e+23,1.41265e+23,1.18868e+23,9.99251e+22,8.38995e+22,7.03844e+22,5.9034e+22,4.95234e+22,4.15566e+22,3.48737e+22,2.92531e+22,2.45116e+22,2.05027e+22,1.71116e+22,1.42442e+22,1.18199e+22,9.76756e+21,8.02437e+21,6.53796e+21,5.26863e+21,4.1897e+21,3.28517e+21,2.5443e+21,1.95427e+21,1.49522e+21,1.14143e+21,8.66921e+20,6.50176e+20,4.76121e+20,3.36285e+20,2.26943e+20,1.45687e+20,8.90269e+19,5.21078e+19,2.95467e+19,1.64071e+19,8.92005e+18,4.62266e+18,2.17706e+18,9.07815e+17,3.44341e+17,1.24755e+17,4.2926e+16,1.26954e+16,3202280000000000.0,776458000000000.0,190783000000000.0,73281500000000.0,65521900000000.0,80229400000000.0,103210000000000.0,133411000000000.0,172518000000000.0,223093000000000.0,288496000000000.0,373071000000000.0,482442000000000.0,623875000000000.0,806771000000000.0,1043290000000000.0,1349140000000000.0,1744650000000000.0,2256120000000000.0,2917520000000000.0,3772830000000000.0,4878870000000000.0,6309170000000000.0,8158780000000000.0,1.05506e+16,1.36437e+16,1.76434e+16,2.28158e+16,2.95046e+16,3.81541e+16,4.87809e+16,6.27482e+16,8.44745e+16,1.10841e+17,1.41288e+17,1.77438e+17,2.24889e+17,2.92421e+17,3.87455e+17,5.08848e+17,6.50659e+17,8.29118e+17,1.08121e+18,1.4113e+18,1.80178e+18,2.32748e+18,3.02188e+18,3.86388e+18,5.00678e+18,6.40597e+18
1.225e-06,4.54509e+23,3.80713e+23,3.19276e+23,2.68091e+23,2.25372e+23,1.89627e+23,1.59627e+23,1.34358e+23,1.13005e+23,9.49449e+22,7.97072e+22,6.69026e+22,5.61724e+22,4.71848e+22,3.96472e+22,3.33101e+22,2.79661e+22,2.34473e+22,1.96217e+22,1.63831e+22,1.36433e+22,1.13258e+22,9.36248e+21,7.69297e+21,6.26751e+21,5.04863e+21,4.01145e+21,3.14123e+21,2.42858e+21,1.86174e+21,1.4217e+21,1.08359e+21,8.22186e+20,6.16335e+20,4.51184e+20,3.18536e+20,2.14817e+20,1.37777e+20,8.41311e+19,4.92356e+19,2.79282e+19,1.55126e+19,8.43047e+18,4.36437e+18,2.05343e+18,8.55845e+17,3.24632e+17,1.1758e+17,4.04147e+16,1.19521e+16,3018270000000000.0,736757000000000.0,187666000000000.0,79494300000000.0,75243100000000.0,93065100000000.0,119840000000000.0,154919000000000.0,200332000000000.0,259061000000000.0,335008000000000.0,433219000000000.0,560222000000000.0,724457000000000.0,936841000000000.0,1211490000000000.0,1566650000000000.0,2025930000000000.0,2619850000000000.0,3387890000000000.0,4381090000000000.0,5665460000000000.0,7326350000000000.0,9474160000000000.0,1.22516e+16,1.58433e+16,2.0488e+16,2.64942e+16,3.42613e+16,4.43054e+16,5.51609e+16,7.4767e+16,9.92946e+16,1.28024e+17,1.61351e+17,2.03121e+17,2.61096e+17,3.44129e+17,4.55375e+17,5.88561e+17,7.47606e+17,9.6495e+17,1.26564e+18,1.62869e+18,2.08479e+18,2.71595e+18,3.48336e+18,4.4907e+18,5.78334e+18,7.43187e+18
1.289e-06,4.34331e+23,3.6363e+23,3.04792e+23,2.55836e+23,2.1503e+23,1.80904e+23,1.52255e+23,1.28102e+23,1.07677e+23,9.04061e+22,7.58536e+22,6.36407e+22,5.34122e+22,4.48466e+22,3.76624e+22,3.16217e+22,2.65285e+22,2.22268e+22,1.85939e+22,1.55285e+22,1.29433e+22,1.07603e+22,8.90974e+21,7.33276e+21,5.98252e+21,4.82468e+21,3.83704e+21,3.00704e+21,2.32678e+21,1.78533e+21,1.36465e+21,1.04117e+21,7.9085e+20,5.93422e+20,4.34762e+20,3.07142e+20,2.07237e+20,1.32982e+20,8.12527e+19,4.75764e+19,2.6992e+19,1.49926e+19,8.14948e+18,4.22177e+18,1.98764e+18,8.2872e+17,3.14347e+17,1.13849e+17,3.9165e+16,1.15885e+16,2930220000000000.0,720508000000000.0,190057000000000.0,87616100000000.0,86637700000000.0,107932000000000.0,139082000000000.0,179804000000000.0,232512000000000.0,300675000000000.0,388821000000000.0,502809000000000.0,650213000000000.0,840830000000000.0,1087330000000000.0,1406090000000000.0,1818300000000000.0,2351360000000000.0,3040690000000000.0,3932100000000000.0,5084840000000000.0,6575520000000000.0,8503210000000000.0,1.0996e+16,1.42196e+16,1.83883e+16,2.3779e+16,3.07501e+16,3.97649e+16,4.84129e+16,6.58856e+16,8.84311e+16,1.15472e+17,1.46631e+17,1.84066e+17,2.34042e+17,3.05737e+17,4.05504e+17,5.30294e+17,6.75965e+17,8.63322e+17,1.12966e+18,1.46962e+18,1.87522e+18,2.42964e+18,3.14414e+18,4.0239e+18,5.21513e+18,6.67268e+18,8.61042e+18
1.356e-06,4.13284e+23,3.45647e+23,2.89601e+23,2.43139e+23,2.04458e+23,1.72068e+23,1.44803e+23,1.21772e+23,1.02304e+23,8.58914e+22,7.21106e+22,6.0567e+22,5.08999e+22,4.27931e+22,3.59779e+22,3.02322e+22,2.53766e+22,2.12704e+22,1.78003e+22,1.48708e+22,1.23989e+22,1.03097e+22,8.53657e+21,7.02349e+21,5.72638e+21,4.6132e+21,3.66346e+21,2.86606e+21,2.21368e+21,1.69563e+21,1.29423e+21,9.86468e+20,7.48755e+20,5.61383e+20,4.1085e+20,2.89833e+20,1.9523e+20,1.2509e+20,7.63601e+19,4.46925e+19,2.53476e+19,1.40706e+19,7.6401e+18,3.95072e+18,1.85598e+18,7.72502e+17,2.92738e+17,1.05969e+17,3.63871e+16,1.07464e+16,2720600000000000.0,675620000000000.0,187228000000000.0,96100400000000.0,99652200000000.0,125085000000000.0,161302000000000.0,208542000000000.0,269675000000000.0,348733000000000.0,450968000000000.0,583175000000000.0,754139000000000.0,975224000000000.0,1261120000000000.0,1630830000000000.0,2108930000000000.0,2727190000000000.0,3526700000000000.0,4560590000000000.0,5897580000000000.0,7626520000000000.0,9862330000000000.0,1.27536e+16,1.64924e+16,2.13274e+16,2.75798e+16,3.56651e+16,4.61207e+16,5.78757e+16,7.82929e+16,1.03528e+17,1.32884e+17,1.67147e+17,2.1079e+17,2.7222e+17,3.59788e+17,4.74957e+17,6.11181e+17,7.76293e+17,1.00642e+18,1.31896e+18,1.69161e+18,2.1715e+18,2.82781e+18,3.61802e+18,4.67852e+18,6.00854e+18,7.73787e+18,9.91247e+18
1.427e-06,3.94679e+23,3.29934e+23,2.76352e+23,2.31977e+23,1.95049e+23,1.64114e+23,1.3805e+23,1.16019e+23,9.74036e+22,8.17333e+22,6.85909e+22,5.75876e+22,4.83747e+22,4.06481e+22,3.41517e+22,2.8676e+22,2.40552e+22,2.0158e+22,1.68756e+22,1.4113e+22,1.1785e+22,9.8159e+21,8.14076e+21,6.70711e+21,5.47453e+21,4.41405e+21,3.50772e+21,2.74596e+21,2.12213e+21,1.62623e+21,1.24165e+21,9.465e+20,7.18211e+20,5.38056e+20,3.93271e+20,2.76969e+20,1.86244e+20,1.19153e+20,7.26435e+19,4.24724e+19,2.40701e+19,1.3353e+19,7.24132e+18,3.73536e+18,1.74974e+18,7.26744e+17,2.75117e+17,9.94814e+16,3.40752e+16,1.00417e+16,2545920000000000.0,639340000000000.0,187252000000000.0,106529000000000.0,114939000000000.0,145134000000000.0,187263000000000.0,242118000000000.0,313094000000000.0,404881000000000.0,523577000000000.0,677069000000000.0,875560000000000.0,1132240000000000.0,1464170000000000.0,1893410000000000.0,2448480000000000.0,3166280000000000.0,4094510000000000.0,5294870000000000.0,6847120000000000.0,8854430000000000.0,1.14502e+16,1.4807e+16,1.91478e+16,2.47612e+16,3.20202e+16,4.14073e+16,5.08577e+16,6.91124e+16,9.24002e+16,1.20082e+17,1.51995e+17,1.90928e+17,2.43757e+17,3.19475e+17,4.23583e+17,5.51692e+17,7.01788e+17,8.9998e+17,1.17916e+18,1.52787e+18,1.94948e+18,2.53401e+18,3.26759e+18,4.1923e+18,5.42338e+18,6.94218e+18,8.94903e+18,1.14793e+19
1.501e-06,3.75097e+23,3.13477e+23,2.62647e+23,2.20584e+23,1.85523e+23,1.56072e+23,1.31215e+23,1.10224e+23,9.2545e+22,7.77118e+22,6.52911e+22,5.48907e+22,4.61685e+22,3.88357e+22,3.2654e+22,2.74325e+22,2.30213e+22,1.92984e+22,1.61612e+22,1.35192e+22,1.12909e+22,9.40359e+21,7.79578e+21,6.41814e+21,5.23278e+21,4.21286e+21,3.34215e+21,2.6117e+21,2.01484e+21,1.54152e+21,1.17533e+21,8.94685e+20,6.77738e+20,5.06665e+20,3.69388e+20,2.5944e+20,1.74033e+20,1.11146e+20,6.7689e+19,3.9548e+19,2.23971e+19,1.24114e+19,6.71752e+18,3.45667e+18,1.61672e+18,6.71296e+17,2.54173e+17,9.18332e+16,3.14149e+16,9273610000000000.0,2359990000000000.0,602403000000000.0,188986000000000.0,118894000000000.0,132575000000000.0,168194000000000.0,217113000000000.0,280722000000000.0,363015000000000.0,469437000000000.0,607058000000000.0,785024000000000.0,1015160000000000.0,1312770000000000.0,1697620000000000.0,2195300000000000.0,2838880000000000.0,3671130000000000.0,4747360000000000.0,6139100000000000.0,7938850000000000.0,1.02662e+16,1.32759e+16,1.71679e+16,2.22008e+16,2.87092e+16,3.71257e+16,4.80095e+16,6.07323e+16,8.19245e+16,1.07844e+17,1.37844e+17,1.73195e+17,2.19042e+17,2.83985e+17,3.75957e+17,4.94972e+17,6.34438e+17,8.07206e+17,1.05017e+18,1.37343e+18,1.75623e+18,2.26293e+18,2.9424e+18,3.76179e+18,4.87183e+18,6.23962e+18,8.05324e+18,1.03066e+19,1.3253e+19
