Hawking primary spectra for each particle types.
energy/particle         photon         gluons          higgs            W+-             Z0      neutrinos       electron           muon            tau             up           down          charm        strange            top         bottom       graviton
    1.41113e-07    1.42635e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.37562e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.78047e-14
    1.43839e-07    1.50846e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.72857e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.06159e-14
    1.46618e-07    1.59531e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.00948e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.37112e-14
    1.49450e-07    1.68716e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.04748e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.71196e-14
    1.52337e-07    1.78429e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.08691e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.08725e-14
    1.55280e-07    1.88702e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.12783e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.50048e-14
    1.58279e-07    1.99566e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.17029e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.95550e-14
    1.61337e-07    2.11056e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.21434e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.45652e-14
    1.64453e-07    2.23207e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.26005e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.00819e-14
    1.67630e-07    2.36058e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.30749e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.61564e-14
    1.70868e-07    2.49648e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.35671e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.28450e-14
    1.74169e-07    2.64021e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.40778e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.02099e-14
    1.77533e-07    2.79222e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.46078e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.83194e-14
    1.80963e-07    2.95297e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.51577e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.72488e-14
    1.84459e-07    3.12299e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.57283e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.07081e-13
    1.88022e-07    3.30279e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.63204e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.17907e-13
    1.91654e-07    3.49294e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.69347e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.29828e-13
    1.95356e-07    3.69404e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.75722e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.42954e-13
    1.99130e-07    3.90671e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.82338e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.57407e-13
    2.02976e-07    4.13163e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.89202e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.73322e-13
    2.06897e-07    4.36951e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.96324e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.90845e-13
    2.10894e-07    4.62107e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.03715e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.10140e-13
    2.14968e-07    4.88712e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.11383e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.31386e-13
    2.19120e-07    5.16849e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.19341e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.54780e-13
    2.23353e-07    5.46605e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.27598e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.80539e-13
    2.27668e-07    5.78075e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.36166e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.08903e-13
    2.32066e-07    6.11357e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.45056e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.40134e-13
    2.36549e-07    6.46554e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.54281e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.74523e-13
    2.41118e-07    6.83778e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.63853e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.12388e-13
    2.45776e-07    7.23146e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.73786e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.54082e-13
    2.50523e-07    7.64779e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.84093e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.99991e-13
    2.55363e-07    8.08810e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.94787e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.50542e-13
    2.60296e-07    8.55376e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.05884e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.06204e-13
    2.65324e-07    9.04622e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.17399e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.67493e-13
    2.70449e-07    9.56704e+02    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.29348e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.34979e-13
    2.75673e-07    1.01178e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.41746e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.09288e-13
    2.80999e-07    1.07004e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.54611e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.91110e-13
    2.86427e-07    1.13164e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.67960e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.81204e-13
    2.91960e-07    1.19679e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.81812e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.08041e-12
    2.97600e-07    1.26570e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.96185e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.18964e-12
    3.03348e-07    1.33857e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.11099e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.30992e-12
    3.09208e-07    1.41563e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.26575e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.44235e-12
    3.15181e-07    1.49713e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.42633e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.58818e-12
    3.21270e-07    1.58333e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.59296e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.74875e-12
    3.27476e-07    1.67449e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.76586e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.92556e-12
    3.33802e-07    1.77089e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.94527e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.12024e-12
    3.40250e-07    1.87285e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.13143e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.33460e-12
    3.46822e-07    1.98067e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.32460e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.57064e-12
    3.53522e-07    2.09471e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.52504e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.83054e-12
    3.60351e-07    2.21530e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.73303e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.11672e-12
    3.67312e-07    2.34285e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.94885e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.43183e-12
    3.74407e-07    2.47773e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.17279e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.77880e-12
    3.81640e-07    2.62038e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.40517e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.16084e-12
    3.89012e-07    2.77125e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.64629e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.58152e-12
    3.96527e-07    2.93079e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.89648e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.04473e-12
    4.04186e-07    3.09953e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.15610e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.55477e-12
    4.11994e-07    3.27798e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.42549e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.11637e-12
    4.19953e-07    3.46670e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.70502e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.73476e-12
    4.28065e-07    3.66629e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.99507e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.41567e-12
    4.36334e-07    3.87737e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.29604e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.16542e-12
    4.44763e-07    4.10060e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.60834e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.99097e-12
    4.53354e-07    4.33669e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.93240e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.89999e-12
    4.62112e-07    4.58636e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.26866e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.09009e-11
    4.71039e-07    4.85041e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.61758e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.20030e-11
    4.80138e-07    5.12967e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.97963e+10    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.32166e-11
    4.89413e-07    5.42500e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.03553e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.45528e-11
    4.98867e-07    5.73733e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.07451e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.60242e-11
    5.08503e-07    6.06765e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.11496e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.76443e-11
    5.18326e-07    6.41698e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.15693e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.94282e-11
    5.28339e-07    6.78643e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.20049e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.13924e-11
    5.38545e-07    7.17714e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.24568e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.35553e-11
    5.48948e-07    7.59035e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.29257e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.59368e-11
    5.59552e-07    8.02735e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.34123e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.85591e-11
    5.70361e-07    8.48951e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.39172e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.14465e-11
    5.81379e-07    8.97828e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.44411e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.46259e-11
    5.92609e-07    9.49519e+03    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.49848e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.81266e-11
    6.04057e-07    1.00419e+04    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.55488e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.19814e-11
    6.15726e-07    1.06200e+04    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.61342e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.62258e-11
    6.27620e-07    1.12314e+04    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.67415e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.08994e-11
    6.39744e-07    1.18780e+04    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.73718e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.60456e-11
    6.52102e-07    1.25619e+04    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.80257e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.17120e-11
    6.64698e-07    1.32851e+04    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.87043e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.79512e-11
    6.77538e-07    1.40500e+04    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.94084e+11    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.48214e-11
