Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    2.27400e-01    2.38753e+21    4.97048e+21    2.52471e+21    3.00183e+21    2.30365e+21    0.00000e+00
    2.39200e-01    2.11418e+21    5.26820e+21    2.66315e+21    3.05807e+21    2.49023e+21    0.00000e+00
    2.51700e-01    1.88045e+21    5.60704e+21    2.82433e+21    3.14884e+21    2.68995e+21    0.00000e+00
    2.64800e-01    1.68083e+21    5.97978e+21    3.00453e+21    3.26953e+21    2.90063e+21    0.00000e+00
    2.78500e-01    1.52243e+21    6.38023e+21    3.20034e+21    3.41589e+21    3.12082e+21    0.00000e+00
    2.93000e-01    1.38901e+21    6.81035e+21    3.41200e+21    3.58610e+21    3.35166e+21    0.00000e+00
    3.08300e-01    1.27993e+21    7.26121e+21    3.63520e+21    3.77453e+21    3.58959e+21    0.00000e+00
    3.24400e-01    1.20343e+21    7.72069e+21    3.86328e+21    3.97458e+21    3.82924e+21    0.00000e+00
    3.41200e-01    1.14297e+21    8.17104e+21    4.08727e+21    4.17485e+21    4.06203e+21    0.00000e+00
    3.59000e-01    1.10093e+21    8.59793e+21    4.30002e+21    4.36865e+21    4.28148e+21    0.00000e+00
    3.77700e-01    1.08473e+21    8.96938e+21    4.48531e+21    4.53875e+21    4.47180e+21    0.00000e+00
    3.97400e-01    1.08254e+21    9.25372e+21    4.62710e+21    4.66805e+21    4.61736e+21    0.00000e+00
    4.18100e-01    1.09618e+21    9.40834e+21    4.70427e+21    4.73566e+21    4.69730e+21    0.00000e+00
    4.39800e-01    1.13079e+21    9.39208e+21    4.69605e+21    4.71978e+21    4.69112e+21    0.00000e+00
    4.62700e-01    1.17768e+21    9.17322e+21    4.58657e+21    4.60424e+21    4.58308e+21    0.00000e+00
    4.86800e-01    1.23505e+21    8.72838e+21    4.36414e+21    4.37737e+21    4.36172e+21    0.00000e+00
    5.12200e-01    1.30138e+21    8.06315e+21    4.03153e+21    4.04117e+21    4.02985e+21    0.00000e+00
    5.38800e-01    1.36411e+21    7.21906e+21    3.60950e+21    3.61647e+21    3.60834e+21    0.00000e+00
    5.66900e-01    1.41200e+21    6.24722e+21    3.12359e+21    3.12864e+21    3.12281e+21    0.00000e+00
    5.96400e-01    1.43126e+21    5.22949e+21    2.61473e+21    2.61829e+21    2.61421e+21    0.00000e+00
    6.27500e-01    1.40497e+21    4.23453e+21    2.11726e+21    2.11976e+21    2.11691e+21    0.00000e+00
    6.60100e-01    1.32200e+21    3.33009e+21    1.66504e+21    1.66678e+21    1.66482e+21    0.00000e+00
    6.94500e-01    1.18061e+21    2.54651e+21    1.27326e+21    1.27444e+21    1.27312e+21    0.00000e+00
    7.30700e-01    9.96069e+20    1.90194e+21    9.50972e+20    9.51768e+20    9.50880e+20    0.00000e+00
    7.68700e-01    7.93681e+20    1.40011e+21    7.00059e+20    7.00577e+20    7.00002e+20    0.00000e+00
    8.08800e-01    5.98916e+20    1.02057e+21    5.10292e+20    5.10621e+20    5.10257e+20    0.00000e+00
    8.50900e-01    4.30781e+20    7.43571e+20    3.71789e+20    3.71997e+20    3.71768e+20    0.00000e+00
    8.95200e-01    2.98824e+20    5.48200e+20    2.74102e+20    2.74227e+20    2.74090e+20    6.20820e+04
    9.41800e-01    2.01602e+20    4.07879e+20    2.03941e+20    2.04014e+20    2.03934e+20    6.67866e+17
    9.90800e-01    1.32948e+20    3.01660e+20    1.50831e+20    1.50874e+20    1.50827e+20    3.99724e+17
    1.04200e+00    8.83439e+19    2.18318e+20    1.09160e+20    1.09184e+20    1.09158e+20    2.34900e+17
    1.09700e+00    5.86471e+19    1.48711e+20    7.43558e+19    7.43692e+19    7.43549e+19    1.33274e+17
    1.15400e+00    3.96801e+19    9.51111e+19    4.75556e+19    4.75631e+19    4.75552e+19    7.44715e+16
    1.21400e+00    2.70546e+19    5.81181e+19    2.90591e+19    2.90629e+19    2.90589e+19    4.09396e+16
    1.27700e+00    1.75331e+19    3.36024e+19    1.68012e+19    1.68031e+19    1.68011e+19    2.15554e+16
    1.34400e+00    1.04910e+19    1.89822e+19    9.49109e+18    9.49208e+18    9.49105e+18    1.10453e+16
    1.41400e+00    5.87380e+18    1.08525e+19    5.42627e+18    5.42672e+18    5.42626e+18    5.51439e+15
    1.48700e+00    3.07250e+18    6.21409e+18    3.10705e+18    3.10725e+18    3.10704e+18    2.59024e+15
    1.56500e+00    1.57625e+18    3.51343e+18    1.75671e+18    1.75681e+18    1.75671e+18    1.17399e+15
    1.64600e+00    8.10242e+17    1.85186e+18    9.25929e+17    9.25966e+17    9.25928e+17    5.27315e+14
    1.73200e+00    4.19160e+17    8.84203e+17    4.42102e+17    4.42117e+17    4.42101e+17    2.23875e+14
    1.82200e+00    2.10736e+17    4.02945e+17    2.01473e+17    2.01479e+17    2.01472e+17    9.08322e+13
    1.91700e+00    9.51509e+16    1.77507e+17    8.87534e+16    8.87555e+16    8.87534e+16    3.63337e+13
    2.01700e+00    3.92792e+16    7.91747e+16    3.95874e+16    3.95881e+16    3.95874e+16    1.34591e+13
    2.12200e+00    1.56619e+16    3.42521e+16    1.71261e+16    1.71263e+16    1.71261e+16    4.64406e+12
    2.23200e+00    6.32285e+15    1.34042e+16    6.70210e+15    6.70219e+15    6.70210e+15    1.65352e+12
    2.34800e+00    2.46005e+15    4.74437e+15    2.37219e+15    2.37222e+15    2.37219e+15    5.59688e+11
    2.47000e+00    8.65061e+14    1.65723e+15    8.28614e+14    8.28621e+14    8.28614e+14    1.75263e+11
    2.59900e+00    2.74059e+14    5.72513e+14    2.86256e+14    2.86258e+14    2.86256e+14    5.00484e+10
    2.73400e+00    8.42929e+13    1.78036e+14    8.90180e+13    8.90185e+13    8.90180e+13    1.24601e+10
    2.87700e+00    2.58217e+13    5.01147e+13    2.50573e+13    2.50574e+13    2.50573e+13    3.27058e+09
    3.02700e+00    6.92400e+12    1.35845e+13    6.79225e+12    6.79227e+12    6.79225e+12    7.84090e+08
    3.18400e+00    1.66570e+12    3.51714e+12    1.75857e+12    1.75858e+12    1.75857e+12    1.50701e+08
    3.35000e+00    4.09157e+11    8.16702e+11    4.08351e+11    4.08351e+11    4.08351e+11    3.15031e+07
    3.52400e+00    8.87641e+10    1.73016e+11    8.65081e+10    8.65082e+10    8.65081e+10    6.25199e+06
    3.70800e+00    1.65357e+10    3.45811e+10    1.72906e+10    1.72906e+10    1.72906e+10    8.93593e+05
    3.90100e+00    3.18030e+09    6.28778e+09    3.14389e+09    3.14389e+09    3.14389e+09    1.41712e+05
    4.10400e+00    5.10592e+08    1.01859e+09    5.09295e+08    5.09295e+08    5.09295e+08    2.30039e+04
    4.31800e+00    7.37229e+07    1.50723e+08    7.53614e+07    7.53614e+07    7.53614e+07    2.39241e+03
    4.54300e+00    1.04921e+07    2.05491e+07    1.02745e+07    1.02745e+07    1.02745e+07    3.08828e+02
    4.77900e+00    1.18884e+06    2.45709e+06    1.22854e+06    1.22855e+06    1.22854e+06    7.26541e+01
    5.02800e+00    1.29724e+05    2.54212e+05    1.27106e+05    1.27106e+05    1.27106e+05    1.27014e+01
    5.29000e+00    1.25183e+04    2.56057e+04    1.28029e+04    1.28029e+04    1.28029e+04    1.07856e+00
    5.56500e+00    9.95400e+02    1.94283e+03    9.71413e+02    9.71413e+02    9.71413e+02    5.28827e-02
    5.85500e+00    7.34488e+01    1.48700e+02    7.43499e+01    7.43499e+01    7.43499e+01    4.50224e-03
    6.16000e+00    5.04604e+00    9.96281e+00    4.98141e+00    4.98141e+00    4.98141e+00    1.67122e-04
    6.48100e+00    2.27356e-01    4.47322e-01    2.23661e-01    2.23661e-01    2.23661e-01    3.66365e-05
    6.81800e+00    1.39134e-02    2.75776e-02    1.37888e-02    1.37888e-02    1.37888e-02    3.78804e-07
    7.17300e+00    6.53772e-04    1.29053e-03    6.45267e-04    6.45267e-04    6.45267e-04    8.65434e-09
    7.54700e+00    1.95443e-05    3.84468e-05    1.92234e-05    1.92234e-05    1.92234e-05    6.93937e-10
    7.94000e+00    6.48578e-07    1.27592e-06    6.37961e-07    6.37961e-07    6.37961e-07    8.97713e-12
    8.35300e+00    1.72460e-08    3.38528e-08    1.69264e-08    1.69264e-08    1.69264e-08    3.87185e-13
    8.78800e+00    3.29487e-10    6.41014e-10    3.20507e-10    3.20507e-10    3.20507e-10    5.01213e-15
    9.24600e+00    6.78539e-12    1.30986e-11    6.54932e-12    6.54932e-12    6.54932e-12    2.50050e-16
    9.72700e+00    8.58776e-14    1.64632e-13    8.23162e-14    8.23162e-14    8.23162e-14    6.52726e-19
    1.02300e+01    9.61725e-16    1.86033e-15    9.30164e-16    9.30164e-16    9.30164e-16    4.91958e-21
    1.07700e+01    9.82192e-18    1.88898e-17    9.44489e-18    9.44489e-18    9.44489e-18    5.26919e-24
    1.13300e+01    5.75621e-20    1.11910e-19    5.59551e-20    5.59551e-20    5.59551e-20    5.46729e-25
    1.19200e+01    3.16574e-22    5.87260e-22    2.93630e-22    2.93630e-22    2.93630e-22    1.10229e-26
    1.25400e+01    1.54001e-24    2.93424e-24    1.46712e-24    1.46712e-24    1.46712e-24    8.59667e-30
    1.31900e+01    4.36607e-27    8.12408e-27    4.06204e-27    4.06204e-27    4.06204e-27    4.17442e-32
    1.38800e+01    9.91358e-30    1.81364e-29    9.06821e-30    9.06821e-30    9.06821e-30    7.85629e-36
    1.46000e+01    2.05118e-32    3.92512e-32    1.96256e-32    1.96256e-32    1.96256e-32    1.74110e-38
    1.53600e+01    1.71303e-35    3.15022e-35    1.57511e-35    1.57511e-35    1.57511e-35    1.67317e-42
    1.61600e+01    2.08041e-38    3.88911e-38    1.94456e-38    1.94456e-38    1.94456e-38    1.23458e-43
    1.70000e+01    1.26942e-41    2.34478e-41    1.17239e-41    1.17239e-41    1.17239e-41    1.73248e-48
    1.78900e+01    3.16689e-45    5.91809e-45    2.95904e-45    2.95904e-45    2.95904e-45    8.78133e-52
    1.88200e+01    1.48282e-48    2.70710e-48    1.35355e-48    1.35355e-48    1.35355e-48    1.38060e-56
    1.98000e+01    2.58576e-52    4.55114e-52    2.27557e-52    2.27557e-52    2.27557e-52    1.74955e-57
    2.08300e+01    1.48286e-53    2.68731e-53    1.34366e-53    1.34366e-53    1.34366e-53    0.00000e+00
    2.19100e+01    1.55974e-53    2.82665e-53    1.41332e-53    1.41332e-53    1.41332e-53    0.00000e+00
    2.30500e+01    1.64090e-53    2.97372e-53    1.48686e-53    1.48686e-53    1.48686e-53    0.00000e+00
    2.42500e+01    1.72632e-53    3.12853e-53    1.56427e-53    1.56427e-53    1.56427e-53    0.00000e+00
    2.55200e+01    1.81673e-53    3.29238e-53    1.64619e-53    1.64619e-53    1.64619e-53    0.00000e+00
    2.68400e+01    1.91070e-53    3.46267e-53    1.73134e-53    1.73134e-53    1.73134e-53    0.00000e+00
    2.82400e+01    2.01037e-53    3.64329e-53    1.82164e-53    1.82164e-53    1.82164e-53    0.00000e+00
    2.97100e+01    2.11501e-53    3.83294e-53    1.91647e-53    1.91647e-53    1.91647e-53    0.00000e+00
    3.12600e+01    2.22535e-53    4.03290e-53    2.01645e-53    2.01645e-53    2.01645e-53    0.00000e+00
    3.28900e+01    2.34139e-53    4.24319e-53    2.12160e-53    2.12160e-53    2.12160e-53    0.00000e+00
    3.46000e+01    2.46312e-53    4.46380e-53    2.23190e-53    2.23190e-53    2.23190e-53    0.00000e+00
    3.64000e+01    2.59126e-53    4.69602e-53    2.34801e-53    2.34801e-53    2.34801e-53    0.00000e+00
    3.83000e+01    2.72652e-53    4.94115e-53    2.47057e-53    2.47057e-53    2.47057e-53    0.00000e+00
    4.02900e+01    2.86819e-53    5.19788e-53    2.59894e-53    2.59894e-53    2.59894e-53    0.00000e+00
    4.23900e+01    3.01768e-53    5.46880e-53    2.73440e-53    2.73440e-53    2.73440e-53    0.00000e+00
    4.46000e+01    3.17501e-53    5.75392e-53    2.87696e-53    2.87696e-53    2.87696e-53    0.00000e+00
    4.69200e+01    3.34017e-53    6.05323e-53    3.02661e-53    3.02661e-53    3.02661e-53    0.00000e+00
    4.93600e+01    3.51387e-53    6.36802e-53    3.18401e-53    3.18401e-53    3.18401e-53    0.00000e+00
    5.19300e+01    3.69682e-53    6.69958e-53    3.34979e-53    3.34979e-53    3.34979e-53    0.00000e+00
    5.46400e+01    3.88974e-53    7.04920e-53    3.52460e-53    3.52460e-53    3.52460e-53    0.00000e+00
    5.74800e+01    4.09192e-53    7.41559e-53    3.70779e-53    3.70779e-53    3.70779e-53    0.00000e+00
    6.04700e+01    4.30477e-53    7.80133e-53    3.90067e-53    3.90067e-53    3.90067e-53    0.00000e+00
    6.36200e+01    4.52902e-53    8.20772e-53    4.10386e-53    4.10386e-53    4.10386e-53    0.00000e+00
    6.69300e+01    4.76465e-53    8.63475e-53    4.31737e-53    4.31737e-53    4.31737e-53    0.00000e+00
    7.04200e+01    5.01310e-53    9.08500e-53    4.54250e-53    4.54250e-53    4.54250e-53    0.00000e+00
    7.40900e+01    5.27436e-53    9.55847e-53    4.77924e-53    4.77924e-53    4.77924e-53    0.00000e+00
    7.79400e+01    5.54844e-53    1.00552e-52    5.02758e-53    5.02758e-53    5.02758e-53    0.00000e+00
    8.20000e+01    5.83746e-53    1.05790e-52    5.28948e-53    5.28948e-53    5.28948e-53    0.00000e+00
    8.62700e+01    6.14144e-53    1.11298e-52    5.56492e-53    5.56492e-53    5.56492e-53    0.00000e+00
    9.07600e+01    6.46107e-53    1.17091e-52    5.85455e-53    5.85455e-53    5.85455e-53    0.00000e+00
    9.54900e+01    6.79780e-53    1.23193e-52    6.15966e-53    6.15966e-53    6.15966e-53    0.00000e+00
    1.00500e+02    7.15445e-53    1.29657e-52    6.48284e-53    6.48284e-53    6.48284e-53    0.00000e+00
    1.05700e+02    7.52463e-53    1.36365e-52    6.81827e-53    6.81827e-53    6.81827e-53    0.00000e+00
    1.11200e+02    7.91617e-53    1.43461e-52    7.17305e-53    7.17305e-53    7.17305e-53    0.00000e+00
    1.17000e+02    8.32906e-53    1.50944e-52    7.54718e-53    7.54718e-53    7.54718e-53    0.00000e+00
    1.23100e+02    8.76331e-53    1.58813e-52    7.94067e-53    7.94067e-53    7.94067e-53    0.00000e+00
    1.29500e+02    9.21892e-53    1.67070e-52    8.35350e-53    8.35350e-53    8.35350e-53    0.00000e+00
    1.36200e+02    9.69588e-53    1.75714e-52    8.78569e-53    8.78569e-53    8.78569e-53    0.00000e+00
    1.43300e+02    1.02013e-52    1.84874e-52    9.24368e-53    9.24368e-53    9.24368e-53    0.00000e+00
    1.50800e+02    1.07352e-52    1.94550e-52    9.72748e-53    9.72748e-53    9.72748e-53    0.00000e+00
    1.58600e+02    1.12905e-52    2.04612e-52    1.02306e-52    1.02306e-52    1.02306e-52    0.00000e+00
    1.66900e+02    1.18814e-52    2.15320e-52    1.07660e-52    1.07660e-52    1.07660e-52    0.00000e+00
    1.75600e+02    1.25007e-52    2.26544e-52    1.13272e-52    1.13272e-52    1.13272e-52    0.00000e+00
    1.84700e+02    1.31485e-52    2.38285e-52    1.19142e-52    1.19142e-52    1.19142e-52    0.00000e+00
    1.94300e+02    1.38319e-52    2.50670e-52    1.25335e-52    1.25335e-52    1.25335e-52    0.00000e+00
    2.04500e+02    1.45581e-52    2.63829e-52    1.31914e-52    1.31914e-52    1.31914e-52    0.00000e+00
    2.15100e+02    1.53127e-52    2.77504e-52    1.38752e-52    1.38752e-52    1.38752e-52    0.00000e+00
    2.26300e+02    1.61100e-52    2.91953e-52    1.45977e-52    1.45977e-52    1.45977e-52    0.00000e+00
    2.38100e+02    1.69500e-52    3.07177e-52    1.53588e-52    1.53588e-52    1.53588e-52    0.00000e+00
    2.50500e+02    1.78327e-52    3.23174e-52    1.61587e-52    1.61587e-52    1.61587e-52    0.00000e+00
    2.63500e+02    1.87582e-52    3.39946e-52    1.69973e-52    1.69973e-52    1.69973e-52    0.00000e+00
    2.77300e+02    1.97406e-52    3.57749e-52    1.78875e-52    1.78875e-52    1.78875e-52    0.00000e+00
    2.91700e+02    2.07657e-52    3.76327e-52    1.88163e-52    1.88163e-52    1.88163e-52    0.00000e+00
    3.06900e+02    2.18478e-52    3.95937e-52    1.97968e-52    1.97968e-52    1.97968e-52    0.00000e+00
    3.22900e+02    2.29868e-52    4.16579e-52    2.08289e-52    2.08289e-52    2.08289e-52    0.00000e+00
    3.39700e+02    2.41828e-52    4.38253e-52    2.19126e-52    2.19126e-52    2.19126e-52    0.00000e+00
    3.57400e+02    2.54428e-52    4.61088e-52    2.30544e-52    2.30544e-52    2.30544e-52    0.00000e+00
    3.76000e+02    2.67669e-52    4.85084e-52    2.42542e-52    2.42542e-52    2.42542e-52    0.00000e+00
    3.95500e+02    2.81551e-52    5.10241e-52    2.55121e-52    2.55121e-52    2.55121e-52    0.00000e+00
    4.16100e+02    2.96216e-52    5.36817e-52    2.68409e-52    2.68409e-52    2.68409e-52    0.00000e+00
    4.37800e+02    3.11664e-52    5.64813e-52    2.82407e-52    2.82407e-52    2.82407e-52    0.00000e+00
    4.60600e+02    3.27895e-52    5.94228e-52    2.97114e-52    2.97114e-52    2.97114e-52    0.00000e+00
    4.84600e+02    3.44980e-52    6.25190e-52    3.12595e-52    3.12595e-52    3.12595e-52    0.00000e+00
    5.09800e+02    3.62919e-52    6.57701e-52    3.28851e-52    3.28851e-52    3.28851e-52    0.00000e+00
    5.36400e+02    3.81855e-52    6.92019e-52    3.46009e-52    3.46009e-52    3.46009e-52    0.00000e+00
    5.64300e+02    4.01717e-52    7.28013e-52    3.64006e-52    3.64006e-52    3.64006e-52    0.00000e+00
    5.93700e+02    4.22647e-52    7.65942e-52    3.82971e-52    3.82971e-52    3.82971e-52    0.00000e+00
    6.24600e+02    4.44644e-52    8.05807e-52    4.02903e-52    4.02903e-52    4.02903e-52    0.00000e+00
    6.57100e+02    4.67780e-52    8.47736e-52    4.23868e-52    4.23868e-52    4.23868e-52    0.00000e+00
    6.91300e+02    4.92127e-52    8.91858e-52    4.45929e-52    4.45929e-52    4.45929e-52    0.00000e+00
    7.27300e+02    5.17754e-52    9.38302e-52    4.69151e-52    4.69151e-52    4.69151e-52    0.00000e+00
    7.65200e+02    5.44735e-52    9.87197e-52    4.93599e-52    4.93599e-52    4.93599e-52    0.00000e+00
    8.05000e+02    5.73068e-52    1.03854e-51    5.19272e-52    5.19272e-52    5.19272e-52    0.00000e+00
    8.46900e+02    6.02896e-52    1.09260e-51    5.46300e-52    5.46300e-52    5.46300e-52    0.00000e+00
    8.91000e+02    6.34290e-52    1.14949e-51    5.74747e-52    5.74747e-52    5.74747e-52    0.00000e+00
    9.37400e+02    6.67322e-52    1.20936e-51    6.04678e-52    6.04678e-52    6.04678e-52    0.00000e+00
    9.86300e+02    7.02133e-52    1.27244e-51    6.36221e-52    6.36221e-52    6.36221e-52    0.00000e+00
    1.03800e+03    7.38937e-52    1.33914e-51    6.69570e-52    6.69570e-52    6.69570e-52    0.00000e+00
    1.09200e+03    7.77379e-52    1.40881e-51    7.04404e-52    7.04404e-52    7.04404e-52    0.00000e+00
    1.14800e+03    8.17245e-52    1.48105e-51    7.40527e-52    7.40527e-52    7.40527e-52    0.00000e+00
    1.20800e+03    8.59958e-52    1.55846e-51    7.79230e-52    7.79230e-52    7.79230e-52    0.00000e+00
    1.27100e+03    9.04807e-52    1.63974e-51    8.19869e-52    8.19869e-52    8.19869e-52    0.00000e+00
    1.33700e+03    9.51791e-52    1.72489e-51    8.62443e-52    8.62443e-52    8.62443e-52    0.00000e+00
    1.40700e+03    1.00162e-51    1.81519e-51    9.07597e-52    9.07597e-52    9.07597e-52    0.00000e+00
    1.48000e+03    1.05359e-51    1.90937e-51    9.54686e-52    9.54686e-52    9.54686e-52    0.00000e+00
    1.55700e+03    1.10841e-51    2.00871e-51    1.00436e-51    1.00436e-51    1.00436e-51    0.00000e+00
    1.63800e+03    1.16607e-51    2.11321e-51    1.05661e-51    1.05661e-51    1.05661e-51    0.00000e+00
    1.72400e+03    1.22729e-51    2.22416e-51    1.11208e-51    1.11208e-51    1.11208e-51    0.00000e+00
    1.81400e+03    1.29136e-51    2.34027e-51    1.17014e-51    1.17014e-51    1.17014e-51    0.00000e+00
    1.90800e+03    1.35828e-51    2.46154e-51    1.23077e-51    1.23077e-51    1.23077e-51    0.00000e+00
    2.00700e+03    1.42875e-51    2.58926e-51    1.29463e-51    1.29463e-51    1.29463e-51    0.00000e+00
    2.11200e+03    1.50350e-51    2.72473e-51    1.36236e-51    1.36236e-51    1.36236e-51    0.00000e+00
    2.22200e+03    1.58181e-51    2.86664e-51    1.43332e-51    1.43332e-51    1.43332e-51    0.00000e+00
    2.33700e+03    1.66368e-51    3.01500e-51    1.50750e-51    1.50750e-51    1.50750e-51    0.00000e+00
    2.45900e+03    1.75053e-51    3.17240e-51    1.58620e-51    1.58620e-51    1.58620e-51    0.00000e+00
    2.58700e+03    1.84165e-51    3.33753e-51    1.66877e-51    1.66877e-51    1.66877e-51    0.00000e+00
    2.72200e+03    1.93775e-51    3.51170e-51    1.75585e-51    1.75585e-51    1.75585e-51    0.00000e+00
    2.86400e+03    2.03884e-51    3.69489e-51    1.84745e-51    1.84745e-51    1.84745e-51    0.00000e+00
    3.01300e+03    2.14491e-51    3.88712e-51    1.94356e-51    1.94356e-51    1.94356e-51    0.00000e+00
    3.17000e+03    2.25668e-51    4.08967e-51    2.04483e-51    2.04483e-51    2.04483e-51    0.00000e+00
    3.33500e+03    2.37414e-51    4.30254e-51    2.15127e-51    2.15127e-51    2.15127e-51    0.00000e+00
    3.50800e+03    2.49729e-51    4.52573e-51    2.26286e-51    2.26286e-51    2.26286e-51    0.00000e+00
    3.69100e+03    2.62757e-51    4.76182e-51    2.38091e-51    2.38091e-51    2.38091e-51    0.00000e+00
    3.88300e+03    2.76425e-51    5.00952e-51    2.50476e-51    2.50476e-51    2.50476e-51    0.00000e+00
    4.08500e+03    2.90805e-51    5.27013e-51    2.63506e-51    2.63506e-51    2.63506e-51    0.00000e+00
    4.29800e+03    3.05968e-51    5.54492e-51    2.77246e-51    2.77246e-51    2.77246e-51    0.00000e+00
    4.52200e+03    3.21915e-51    5.83391e-51    2.91695e-51    2.91695e-51    2.91695e-51    0.00000e+00
    4.75700e+03    3.38644e-51    6.13708e-51    3.06854e-51    3.06854e-51    3.06854e-51    0.00000e+00
    5.00500e+03    3.56299e-51    6.45703e-51    3.22852e-51    3.22852e-51    3.22852e-51    0.00000e+00
    5.26600e+03    3.74879e-51    6.79375e-51    3.39688e-51    3.39688e-51    3.39688e-51    0.00000e+00
    5.54000e+03    3.94385e-51    7.14725e-51    3.57362e-51    3.57362e-51    3.57362e-51    0.00000e+00
    5.82800e+03    4.14887e-51    7.51880e-51    3.75940e-51    3.75940e-51    3.75940e-51    0.00000e+00
    6.13200e+03    4.36528e-51    7.91099e-51    3.95550e-51    3.95550e-51    3.95550e-51    0.00000e+00
    6.45100e+03    4.59237e-51    8.32254e-51    4.16127e-51    4.16127e-51    4.16127e-51    0.00000e+00
    6.78700e+03    4.83157e-51    8.75602e-51    4.37801e-51    4.37801e-51    4.37801e-51    0.00000e+00
    7.14000e+03    5.08286e-51    9.21143e-51    4.60572e-51    4.60572e-51    4.60572e-51    0.00000e+00
    7.51200e+03    5.34769e-51    9.69136e-51    4.84568e-51    4.84568e-51    4.84568e-51    0.00000e+00
    7.90300e+03    5.62603e-51    1.01958e-50    5.09790e-51    5.09790e-51    5.09790e-51    0.00000e+00
    8.31500e+03    5.91933e-51    1.07273e-50    5.36366e-51    5.36366e-51    5.36366e-51    0.00000e+00
    8.74800e+03    6.22758e-51    1.12859e-50    5.64297e-51    5.64297e-51    5.64297e-51    0.00000e+00
    9.20300e+03    6.55148e-51    1.18729e-50    5.93647e-51    5.93647e-51    5.93647e-51    0.00000e+00
    9.68200e+03    6.89248e-51    1.24909e-50    6.24545e-51    6.24545e-51    6.24545e-51    0.00000e+00
    1.01900e+04    7.25411e-51    1.31463e-50    6.57314e-51    6.57314e-51    6.57314e-51    0.00000e+00
    1.07200e+04    7.63141e-51    1.38300e-50    6.91502e-51    6.91502e-51    6.91502e-51    0.00000e+00
    1.12700e+04    8.02295e-51    1.45396e-50    7.26981e-51    7.26981e-51    7.26981e-51    0.00000e+00
    1.18600e+04    8.44296e-51    1.53008e-50    7.65039e-51    7.65039e-51    7.65039e-51    0.00000e+00
    1.24800e+04    8.88433e-51    1.61007e-50    8.05033e-51    8.05033e-51    8.05033e-51    0.00000e+00
    1.31300e+04    9.34706e-51    1.69392e-50    8.46962e-51    8.46962e-51    8.46962e-51    0.00000e+00
    1.38100e+04    9.83114e-51    1.78165e-50    8.90825e-51    8.90825e-51    8.90825e-51    0.00000e+00
    1.45300e+04    1.03437e-50    1.87454e-50    9.37270e-51    9.37270e-51    9.37270e-51    0.00000e+00
    1.52900e+04    1.08847e-50    1.97259e-50    9.86294e-51    9.86294e-51    9.86294e-51    0.00000e+00
    1.60800e+04    1.14471e-50    2.07451e-50    1.03725e-50    1.03725e-50    1.03725e-50    0.00000e+00
    1.69200e+04    1.20451e-50    2.18288e-50    1.09144e-50    1.09144e-50    1.09144e-50    0.00000e+00
    1.78000e+04    1.26716e-50    2.29641e-50    1.14820e-50    1.14820e-50    1.14820e-50    0.00000e+00
    1.87300e+04    1.33336e-50    2.41639e-50    1.20819e-50    1.20819e-50    1.20819e-50    0.00000e+00
    1.97100e+04    1.40313e-50    2.54282e-50    1.27141e-50    1.27141e-50    1.27141e-50    0.00000e+00
    2.07300e+04    1.47574e-50    2.67441e-50    1.33721e-50    1.33721e-50    1.33721e-50    0.00000e+00
    2.18100e+04    1.55262e-50    2.81374e-50    1.40687e-50    1.40687e-50    1.40687e-50    0.00000e+00
    2.29500e+04    1.63378e-50    2.96082e-50    1.48041e-50    1.48041e-50    1.48041e-50    0.00000e+00
    2.41400e+04    1.71849e-50    3.11434e-50    1.55717e-50    1.55717e-50    1.55717e-50    0.00000e+00
    2.54000e+04    1.80819e-50    3.27690e-50    1.63845e-50    1.63845e-50    1.63845e-50    0.00000e+00
    2.67200e+04    1.90216e-50    3.44719e-50    1.72360e-50    1.72360e-50    1.72360e-50    0.00000e+00
    2.81100e+04    2.00111e-50    3.62652e-50    1.81326e-50    1.81326e-50    1.81326e-50    0.00000e+00
    2.95800e+04    2.10576e-50    3.81616e-50    1.90808e-50    1.90808e-50    1.90808e-50    0.00000e+00
    3.11200e+04    2.21539e-50    4.01484e-50    2.00742e-50    2.00742e-50    2.00742e-50    0.00000e+00
    3.27400e+04    2.33071e-50    4.22384e-50    2.11192e-50    2.11192e-50    2.11192e-50    0.00000e+00
    3.44400e+04    2.45173e-50    4.44316e-50    2.22158e-50    2.22158e-50    2.22158e-50    0.00000e+00
    3.62300e+04    2.57916e-50    4.67409e-50    2.33705e-50    2.33705e-50    2.33705e-50    0.00000e+00
    3.81200e+04    2.71371e-50    4.91792e-50    2.45896e-50    2.45896e-50    2.45896e-50    0.00000e+00
    4.01100e+04    2.85537e-50    5.17466e-50    2.58733e-50    2.58733e-50    2.58733e-50    0.00000e+00
    4.21900e+04    3.00345e-50    5.44300e-50    2.72150e-50    2.72150e-50    2.72150e-50    0.00000e+00
    4.43900e+04    3.16006e-50    5.72683e-50    2.86341e-50    2.86341e-50    2.86341e-50    0.00000e+00
    4.67000e+04    3.32451e-50    6.02484e-50    3.01242e-50    3.01242e-50    3.01242e-50    0.00000e+00
    4.91300e+04    3.49749e-50    6.33834e-50    3.16917e-50    3.16917e-50    3.16917e-50    0.00000e+00
    5.16900e+04    3.67974e-50    6.66861e-50    3.33431e-50    3.33431e-50    3.33431e-50    0.00000e+00
