Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    9.81700e-06    8.30629e+24    0.00000e+00    2.33879e+24    1.98814e+20    1.13068e+13    0.00000e+00
    1.03300e-05    7.94174e+24    0.00000e+00    2.48124e+24    2.23876e+20    1.24759e+13    0.00000e+00
    1.08700e-05    7.55368e+24    0.00000e+00    2.62850e+24    2.63322e+20    1.37652e+13    0.00000e+00
    1.14300e-05    7.20624e+24    0.00000e+00    2.75891e+24    3.16936e+20    1.51686e+13    0.00000e+00
    1.20300e-05    6.89314e+24    0.00000e+00    2.90842e+24    3.59961e+20    1.67441e+13    0.00000e+00
    1.26500e-05    6.55191e+24    0.00000e+00    3.06503e+24    4.17233e+20    1.84495e+13    0.00000e+00
    1.33100e-05    6.24442e+24    0.00000e+00    3.19949e+24    5.04317e+20    2.03551e+13    0.00000e+00
    1.40100e-05    5.97158e+24    0.00000e+00    3.35167e+24    5.74139e+20    2.24732e+13    0.00000e+00
    1.47300e-05    5.66963e+24    0.00000e+00    3.50946e+24    6.67995e+20    2.47559e+13    0.00000e+00
    1.55000e-05    5.39596e+24    0.00000e+00    3.64581e+24    8.04414e+20    2.73177e+13    0.00000e+00
    1.63100e-05    5.15016e+24    0.00000e+00    3.79669e+24    9.18320e+20    3.01415e+13    0.00000e+00
    1.71600e-05    4.89124e+24    0.00000e+00    3.94898e+24    1.05221e+21    3.32476e+13    0.00000e+00
    1.80500e-05    4.65256e+24    0.00000e+00    4.08096e+24    1.26661e+21    3.66605e+13    0.00000e+00
    1.89900e-05    4.43472e+24    0.00000e+00    4.21718e+24    1.45708e+21    4.04362e+13    0.00000e+00
    1.99800e-05    4.22010e+24    0.00000e+00    4.35310e+24    1.66218e+21    4.46056e+13    0.00000e+00
    2.10200e-05    4.01713e+24    0.00000e+00    4.47055e+24    1.94731e+21    4.92007e+13    0.00000e+00
    2.21200e-05    3.82328e+24    0.00000e+00    4.58162e+24    2.25936e+21    5.42929e+13    0.00000e+00
    2.32700e-05    3.64767e+24    0.00000e+00    4.68716e+24    2.59859e+21    5.98760e+13    0.00000e+00
    2.44800e-05    3.46793e+24    0.00000e+00    4.77578e+24    2.94942e+21    6.60373e+13    0.00000e+00
    2.57500e-05    3.29939e+24    0.00000e+00    4.85216e+24    3.44368e+21    7.28106e+13    0.00000e+00
    2.70900e-05    3.14513e+24    0.00000e+00    4.91885e+24    4.05682e+21    8.03073e+13    0.00000e+00
    2.85000e-05    2.99012e+24    0.00000e+00    4.96807e+24    4.52790e+21    8.85779e+13    0.00000e+00
    2.99900e-05    2.84455e+24    0.00000e+00    4.99963e+24    5.24517e+21    9.77345e+13    0.00000e+00
    3.15500e-05    2.71024e+24    0.00000e+00    5.02157e+24    6.11259e+21    1.07795e+14    0.00000e+00
    3.31900e-05    2.57503e+24    0.00000e+00    5.01690e+24    6.83244e+21    1.18881e+14    0.00000e+00
    3.49200e-05    2.45480e+24    0.00000e+00    5.00192e+24    7.82151e+21    1.31130e+14    0.00000e+00
    3.67400e-05    2.33843e+24    0.00000e+00    4.97009e+24    9.02159e+21    1.44658e+14    0.00000e+00
    3.86500e-05    2.22086e+24    0.00000e+00    4.91322e+24    1.00989e+22    1.59535e+14    0.00000e+00
    4.06600e-05    2.12017e+24    0.00000e+00    4.84625e+24    1.14200e+22    1.75934e+14    0.00000e+00
    4.27800e-05    2.02061e+24    0.00000e+00    4.75963e+24    1.30107e+22    1.94095e+14    0.00000e+00
    4.50100e-05    1.91934e+24    0.00000e+00    4.65519e+24    1.44959e+22    2.14109e+14    0.00000e+00
    4.73500e-05    1.83231e+24    0.00000e+00    4.53885e+24    1.61323e+22    2.36113e+14    0.00000e+00
    4.98200e-05    1.74696e+24    0.00000e+00    4.40441e+24    1.81054e+22    2.60497e+14    0.00000e+00
    5.24100e-05    1.66106e+24    0.00000e+00    4.26068e+24    2.03854e+22    2.87282e+14    0.00000e+00
    5.51400e-05    1.58177e+24    0.00000e+00    4.10565e+24    2.23253e+22    3.16870e+14    0.00000e+00
    5.80100e-05    1.50910e+24    0.00000e+00    3.93581e+24    2.48208e+22    3.49516e+14    0.00000e+00
    6.10300e-05    1.43619e+24    0.00000e+00    3.76258e+24    2.79098e+22    3.85502e+14    0.00000e+00
    6.42100e-05    1.36563e+24    0.00000e+00    3.58214e+24    3.05179e+22    4.25227e+14    0.00000e+00
    6.75600e-05    1.30262e+24    0.00000e+00    3.39293e+24    3.37227e+22    4.69139e+14    0.00000e+00
    7.10700e-05    1.24085e+24    0.00000e+00    3.20421e+24    3.76008e+22    5.17335e+14    0.00000e+00
    7.47700e-05    1.18093e+24    0.00000e+00    3.01301e+24    4.11599e+22    5.70609e+14    0.00000e+00
    7.86700e-05    1.12579e+24    0.00000e+00    2.81908e+24    4.52881e+22    6.29513e+14    0.00000e+00
    8.27600e-05    1.07409e+24    0.00000e+00    2.62996e+24    5.00532e+22    6.94224e+14    0.00000e+00
    8.70700e-05    1.02302e+24    0.00000e+00    2.44541e+24    5.46644e+22    7.65751e+14    0.00000e+00
    9.16100e-05    9.76171e+23    0.00000e+00    2.26136e+24    5.98827e+22    8.44763e+14    0.00000e+00
    9.63800e-05    9.31713e+23    0.00000e+00    2.08565e+24    6.57202e+22    9.31729e+14    0.00000e+00
    1.01400e-04    8.88164e+23    0.00000e+00    1.91989e+24    7.14980e+22    1.02776e+15    0.00000e+00
    1.06700e-04    8.47237e+23    0.00000e+00    1.75775e+24    7.81462e+22    1.13406e+15    0.00000e+00
    1.12200e-04    8.10093e+23    0.00000e+00    1.60686e+24    8.51836e+22    1.24959e+15    0.00000e+00
    1.18100e-04    7.70868e+23    0.00000e+00    1.46757e+24    9.23435e+22    1.37967e+15    0.00000e+00
    1.24200e-04    7.35809e+23    0.00000e+00    1.33467e+24    1.00852e+23    1.52063e+15    0.00000e+00
    1.30700e-04    7.02988e+23    0.00000e+00    1.21230e+24    1.09327e+23    1.67796e+15    0.00000e+00
    1.37500e-04    6.68606e+23    0.00000e+00    1.10171e+24    1.18570e+23    1.85077e+15    0.00000e+00
    1.44700e-04    6.37707e+23    0.00000e+00    9.98922e+23    1.28884e+23    2.04251e+15    0.00000e+00
    1.52200e-04    6.09074e+23    0.00000e+00    9.05826e+23    1.39359e+23    2.25175e+15    0.00000e+00
    1.60100e-04    5.79310e+23    0.00000e+00    8.23283e+23    1.50614e+23    2.48312e+15    0.00000e+00
    1.68400e-04    5.51918e+23    0.00000e+00    7.48577e+23    1.63009e+23    2.73772e+15    0.00000e+00
    1.77200e-04    5.26214e+23    0.00000e+00    6.82873e+23    1.75761e+23    3.02060e+15    0.00000e+00
    1.86400e-04    5.01535e+23    0.00000e+00    6.25430e+23    1.89273e+23    3.33102e+15    0.00000e+00
    1.96100e-04    4.78063e+23    0.00000e+00    5.75686e+23    2.03558e+23    3.67384e+15    0.00000e+00
    2.06400e-04    4.55814e+23    0.00000e+00    5.32866e+23    2.18947e+23    4.05550e+15    0.00000e+00
    2.17100e-04    4.35609e+23    0.00000e+00    4.96595e+23    2.34642e+23    4.47160e+15    0.00000e+00
    2.28400e-04    4.15882e+23    0.00000e+00    4.66290e+23    2.51146e+23    4.93188e+15    0.00000e+00
    2.40300e-04    3.97688e+23    0.00000e+00    4.41565e+23    2.68885e+23    5.44011e+15    0.00000e+00
    2.52800e-04    3.80941e+23    0.00000e+00    4.21097e+23    2.87126e+23    6.00015e+15    0.00000e+00
    2.66000e-04    3.65121e+23    0.00000e+00    4.05445e+23    3.05948e+23    6.61973e+15    0.00000e+00
    2.79800e-04    3.50123e+23    0.00000e+00    3.93882e+23    3.25972e+23    7.29905e+15    0.00000e+00
    2.94400e-04    3.36421e+23    0.00000e+00    3.84990e+23    3.46498e+23    8.05277e+15    0.00000e+00
    3.09700e-04    3.23721e+23    0.00000e+00    3.80051e+23    3.67402e+23    8.88019e+15    0.00000e+00
    3.25900e-04    3.11854e+23    0.00000e+00    3.77556e+23    3.89404e+23    9.79937e+15    0.00000e+00
    3.42800e-04    3.00805e+23    0.00000e+00    3.77135e+23    4.12232e+23    1.08048e+16    0.00000e+00
    3.60700e-04    2.91222e+23    0.00000e+00    3.79710e+23    4.35135e+23    1.19203e+16    0.00000e+00
    3.79500e-04    2.81815e+23    0.00000e+00    3.84122e+23    4.58667e+23    1.31498e+16    0.00000e+00
    3.99200e-04    2.73376e+23    0.00000e+00    3.89688e+23    4.83314e+23    1.45003e+16    0.00000e+00
    4.20000e-04    2.66227e+23    0.00000e+00    3.97575e+23    5.08244e+23    1.59938e+16    0.00000e+00
    4.41900e-04    2.59180e+23    0.00000e+00    4.06560e+23    5.33024e+23    1.76446e+16    0.00000e+00
    4.64900e-04    2.52710e+23    0.00000e+00    4.16149e+23    5.59006e+23    1.94614e+16    0.00000e+00
    4.89100e-04    2.47779e+23    1.13766e+07    4.27327e+23    5.85232e+23    2.14638e+16    0.00000e+00
    5.14500e-04    2.42715e+23    3.63240e+23    4.39165e+23    6.10703e+23    2.36704e+16    0.00000e+00
    5.41300e-04    2.38316e+23    3.68057e+23    4.50739e+23    6.37101e+23    2.61093e+16    0.00000e+00
    5.69500e-04    2.34833e+23    3.73563e+23    4.63661e+23    6.64139e+23    2.87984e+16    0.00000e+00
    5.99200e-04    2.32108e+23    3.80816e+23    4.76586e+23    6.89884e+23    3.17716e+16    0.00000e+00
    6.30400e-04    2.29605e+23    3.89413e+23    4.89022e+23    7.16048e+23    3.50437e+16    0.00000e+00
    6.63200e-04    2.27570e+23    3.97413e+23    5.02411e+23    7.43125e+23    3.86489e+16    0.00000e+00
    6.97700e-04    2.26893e+23    4.06929e+23    5.15109e+23    7.68709e+23    4.26285e+16    0.00000e+00
    7.34100e-04    2.25979e+23    4.17198e+23    5.27382e+23    7.94034e+23    4.70271e+16    0.00000e+00
    7.72300e-04    2.25581e+23    4.26530e+23    5.40065e+23    8.20352e+23    5.18666e+16    0.00000e+00
    8.12500e-04    2.26346e+23    4.36776e+23    5.52146e+23    8.45220e+23    5.72099e+16    0.00000e+00
    8.54800e-04    2.26958e+23    4.47586e+23    5.63333e+23    8.69400e+23    6.30998e+16    0.00000e+00
    8.99300e-04    2.27833e+23    4.57013e+23    5.74703e+23    8.93930e+23    6.95975e+16    0.00000e+00
    9.46100e-04    2.29822e+23    4.67291e+23    5.85490e+23    9.17623e+23    7.67651e+16    0.00000e+00
    9.95400e-04    2.31649e+23    4.77506e+23    5.95042e+23    9.39727e+23    8.46747e+16    0.00000e+00
    1.04700e-03    2.33868e+23    4.86499e+23    6.04748e+23    9.62043e+23    9.33581e+16    0.00000e+00
    1.10200e-03    2.36877e+23    4.95840e+23    6.13986e+23    9.83423e+23    1.03064e+17    0.00000e+00
    1.15900e-03    2.39935e+23    5.04939e+23    6.21526e+23    1.00296e+24    1.13602e+17    0.00000e+00
    1.21900e-03    2.43219e+23    5.12759e+23    6.29366e+23    1.02251e+24    1.25239e+17    0.00000e+00
    1.28300e-03    2.47211e+23    5.20645e+23    6.36521e+23    1.04028e+24    1.38250e+17    0.00000e+00
    1.35000e-03    2.51192e+23    5.28234e+23    6.41987e+23    1.05717e+24    1.52524e+17    0.00000e+00
    1.42000e-03    2.55499e+23    5.34541e+23    6.47638e+23    1.07314e+24    1.68175e+17    0.00000e+00
    1.49400e-03    2.60177e+23    5.40737e+23    6.52413e+23    1.08687e+24    1.85514e+17    0.00000e+00
    1.57200e-03    2.64771e+23    5.46423e+23    6.55384e+23    1.10011e+24    2.04661e+17    0.00000e+00
    1.65400e-03    2.69721e+23    5.51110e+23    6.58728e+23    1.11217e+24    2.25794e+17    0.00000e+00
    1.74000e-03    2.74862e+23    5.55497e+23    6.60981e+23    1.12131e+24    2.49019e+17    0.00000e+00
    1.83000e-03    2.79741e+23    5.59041e+23    6.61735e+23    1.13041e+24    2.74476e+17    0.00000e+00
    1.92600e-03    2.84922e+23    5.61876e+23    6.62364e+23    1.13804e+24    3.02985e+17    0.00000e+00
    2.02600e-03    2.90248e+23    5.64344e+23    6.62203e+23    1.14264e+24    3.34100e+17    0.00000e+00
    2.13100e-03    2.95195e+23    5.65637e+23    6.60798e+23    1.14691e+24    3.68331e+17    0.00000e+00
    2.24200e-03    3.00220e+23    5.66655e+23    6.58677e+23    1.14990e+24    4.06308e+17    0.00000e+00
    2.35900e-03    3.05332e+23    5.66773e+23    6.56062e+23    1.14989e+24    4.48246e+17    0.00000e+00
    2.48200e-03    3.10103e+23    5.66010e+23    6.52442e+23    1.14950e+24    4.94466e+17    0.00000e+00
    2.61100e-03    3.14618e+23    5.64974e+23    6.47887e+23    1.14755e+24    5.45330e+17    0.00000e+00
    2.74700e-03    3.19198e+23    5.62829e+23    6.42806e+23    1.14326e+24    6.01503e+17    0.00000e+00
    2.89000e-03    3.23414e+23    5.59935e+23    6.37078e+23    1.13820e+24    6.63436e+17    0.00000e+00
    3.04100e-03    3.27132e+23    5.56878e+23    6.30169e+23    1.13146e+24    7.32043e+17    0.00000e+00
    3.19900e-03    3.30870e+23    5.52560e+23    6.22870e+23    1.12289e+24    8.07248e+17    0.00000e+00
    3.36600e-03    3.34183e+23    5.47757e+23    6.15101e+23    1.11346e+24    8.90619e+17    0.00000e+00
    3.54100e-03    3.36948e+23    5.42617e+23    6.06181e+23    1.10211e+24    9.82247e+17    0.00000e+00
    3.72500e-03    3.39670e+23    5.36476e+23    5.96827e+23    1.08926e+24    1.08316e+18    0.00000e+00
    3.91900e-03    3.41874e+23    5.29759e+23    5.87053e+23    1.07572e+24    1.19478e+18    0.00000e+00
    4.12300e-03    3.43563e+23    5.22737e+23    5.76284e+23    1.06005e+24    1.31784e+18    0.00000e+00
    4.33800e-03    3.45070e+23    5.14920e+23    5.65169e+23    1.04347e+24    1.45370e+18    0.00000e+00
    4.56400e-03    3.46038e+23    5.06550e+23    5.53539e+23    1.02596e+24    1.60358e+18    0.00000e+00
    4.80100e-03    3.46507e+23    4.97854e+23    5.41190e+23    1.00675e+24    1.76832e+18    0.00000e+00
    5.05100e-03    3.46634e+23    4.88362e+23    5.28488e+23    9.86674e+23    1.95034e+18    0.00000e+00
    5.31400e-03    3.46238e+23    4.78599e+23    5.15280e+23    9.65715e+23    2.15136e+18    0.00000e+00
    5.59100e-03    3.45243e+23    4.68399e+23    5.01702e+23    9.43627e+23    2.37321e+18    0.00000e+00
    5.88200e-03    3.44010e+23    4.57575e+23    4.87883e+23    9.20654e+23    2.61737e+18    0.00000e+00
    6.18800e-03    3.42017e+23    4.46550e+23    4.73539e+23    8.96945e+23    2.88693e+18    0.00000e+00
    6.51100e-03    3.39542e+23    4.35253e+23    4.59069e+23    8.72655e+23    3.18502e+18    0.00000e+00
    6.85000e-03    3.36823e+23    4.23409e+23    4.44563e+23    8.47473e+23    3.51287e+18    0.00000e+00
    7.20600e-03    3.33333e+23    4.11519e+23    4.29680e+23    8.21919e+23    3.87425e+18    0.00000e+00
    7.58200e-03    3.29420e+23    3.99372e+23    4.14632e+23    7.95979e+23    4.27411e+18    0.00000e+00
    7.97600e-03    3.25261e+23    3.86898e+23    3.99739e+23    7.69488e+23    4.72067e+18    0.00000e+00
    8.39200e-03    3.20443e+23    3.74401e+23    3.84765e+23    7.42856e+23    5.21814e+18    0.00000e+00
    8.82900e-03    3.15308e+23    3.61743e+23    3.69479e+23    7.15996e+23    5.75645e+18    0.00000e+00
    9.28800e-03    3.09888e+23    3.48946e+23    3.54553e+23    6.88873e+23    6.34078e+18    0.00000e+00
    9.77200e-03    3.03953e+23    3.36111e+23    3.39682e+23    6.61835e+23    6.98535e+18    0.00000e+00
    1.02800e-02    2.97808e+23    3.23223e+23    3.24564e+23    6.34773e+23    7.70482e+18    0.00000e+00
    1.08200e-02    2.91293e+23    3.10363e+23    3.09868e+23    6.07671e+23    8.51159e+18    0.00000e+00
    1.13800e-02    2.84494e+23    2.97516e+23    2.95437e+23    5.80944e+23    9.38453e+18    0.00000e+00
    1.19700e-02    2.77461e+23    2.84723e+23    2.80799e+23    5.54289e+23    1.03408e+19    0.00000e+00
    1.26000e-02    2.70111e+23    2.71992e+23    2.66709e+23    5.27911e+23    1.14142e+19    0.00000e+00
    1.32500e-02    2.62589e+23    2.59452e+23    2.52972e+23    5.02024e+23    1.25258e+19    0.00000e+00
    1.39400e-02    2.54880e+23    2.47016e+23    2.39204e+23    4.76501e+23    1.37685e+19    0.00000e+00
    1.46700e-02    2.46853e+23    2.34748e+23    2.26000e+23    4.51389e+23    1.52521e+19    0.00000e+00
    1.54300e-02    2.38846e+23    2.22726e+23    2.13223e+23    4.26908e+23    1.68544e+19    0.00000e+00
    1.62300e-02    2.30668e+23    2.10897e+23    2.00576e+23    4.02989e+23    1.86179e+19    0.00000e+00
    1.70800e-02    2.22276e+23    1.99320e+23    1.88465e+23    3.79571e+23    2.05845e+19    0.00000e+00
    1.79700e-02    2.13972e+23    1.88033e+23    1.76836e+23    3.56950e+23    2.27484e+19    0.00000e+00
    1.89000e-02    2.05623e+23    1.77052e+23    1.65448e+23    3.34979e+23    2.51053e+19    0.00000e+00
    1.98900e-02    1.97105e+23    1.66332e+23    1.54577e+23    3.13609e+23    2.77267e+19    0.00000e+00
    2.09200e-02    1.88762e+23    1.56014e+23    1.44188e+23    2.93140e+23    3.05922e+19    0.00000e+00
    2.20100e-02    1.80452e+23    1.46026e+23    1.34149e+23    2.73381e+23    3.37805e+19    0.00000e+00
    2.31600e-02    1.72096e+23    1.36360e+23    1.24580e+23    2.54369e+23    3.72901e+19    0.00000e+00
    2.43700e-02    1.63928e+23    1.27115e+23    1.15477e+23    2.36243e+23    4.11532e+19    0.00000e+00
    2.56300e-02    1.55861e+23    1.18258e+23    1.06790e+23    2.18909e+23    4.53577e+19    0.00000e+00
    2.69700e-02    1.47852e+23    1.09752e+23    9.85306e+22    2.02394e+23    5.00669e+19    0.00000e+00
    2.83700e-02    1.40043e+23    1.01669e+23    9.07194e+22    1.86778e+23    5.52188e+19    0.00000e+00
    2.98500e-02    1.32402e+23    9.40199e+22    8.33547e+22    1.71930e+23    6.09027e+19    0.00000e+00
    3.14000e-02    1.24896e+23    8.66952e+22    7.63804e+22    1.57943e+23    6.71421e+19    0.00000e+00
    3.30400e-02    1.17619e+23    7.98050e+22    6.98382e+22    1.44788e+23    7.40450e+19    0.00000e+00
    3.47600e-02    1.10550e+23    7.33279e+22    6.37219e+22    1.32406e+23    8.16313e+19    0.00000e+00
    3.65700e-02    1.03673e+23    6.71812e+22    5.79805e+22    1.20829e+23    8.99999e+19    0.00000e+00
    3.84700e-02    9.70477e+22    6.14431e+22    5.26409e+22    1.10002e+23    9.91398e+19    0.00000e+00
    4.04800e-02    9.06649e+22    5.60768e+22    4.76932e+22    9.99145e+22    1.09248e+20    0.00000e+00
    4.25900e-02    8.44940e+22    5.10286e+22    4.30867e+22    9.05617e+22    1.20323e+20    0.00000e+00
    4.48000e-02    7.86034e+22    4.63742e+22    3.88397e+22    8.18612e+22    1.32440e+20    0.00000e+00
    4.71400e-02    7.29369e+22    4.20285e+22    3.49373e+22    7.38423e+22    1.45850e+20    0.00000e+00
    4.95900e-02    6.75375e+22    3.79921e+22    3.13401e+22    6.64578e+22    1.60503e+20    0.00000e+00
    5.21700e-02    6.24074e+22    3.43019e+22    2.80415e+22    5.96473e+22    1.76604e+20    0.00000e+00
    5.48900e-02    5.74960e+22    3.08802e+22    2.50468e+22    5.34257e+22    1.94305e+20    0.00000e+00
    5.77500e-02    5.28825e+22    2.77323e+22    2.22959e+22    4.77426e+22    2.13683e+20    0.00000e+00
    6.07500e-02    4.85099e+22    2.48740e+22    1.98050e+22    4.25507e+22    2.34829e+20    0.00000e+00
    6.39200e-02    4.43669e+22    2.22639e+22    1.75621e+22    3.78402e+22    2.58112e+20    0.00000e+00
    6.72400e-02    4.05197e+22    1.98789e+22    1.55244e+22    3.35749e+22    2.83494e+20    0.00000e+00
    7.07500e-02    3.68948e+22    1.77324e+22    1.36946e+22    2.97166e+22    3.11381e+20    0.00000e+00
    7.44300e-02    3.34958e+22    1.58004e+22    1.20694e+22    2.62449e+22    3.41777e+20    0.00000e+00
    7.83000e-02    3.03716e+22    1.40553e+22    1.06046e+22    2.31218e+22    3.74955e+20    0.00000e+00
    8.23800e-02    2.74472e+22    1.24979e+22    9.30589e+21    2.03360e+22    4.11247e+20    0.00000e+00
    8.66700e-02    2.47364e+22    1.11240e+22    8.16957e+21    1.78515e+22    4.50838e+20    0.00000e+00
    9.11800e-02    2.22616e+22    9.89797e+21    7.15759e+21    1.56361e+22    4.93955e+20    0.00000e+00
    9.59300e-02    1.99704e+22    8.81918e+21    6.27392e+21    1.36856e+22    5.40979e+20    0.00000e+00
    1.00900e-01    1.78703e+22    7.88454e+21    5.51246e+21    1.19680e+22    5.91911e+20    0.00000e+00
    1.06200e-01    1.59618e+22    7.07624e+21    4.84948e+21    1.04491e+22    6.48044e+20    0.00000e+00
    1.11700e-01    1.42174e+22    6.37689e+21    4.27933e+21    9.13589e+21    7.08208e+20    0.00000e+00
    1.17500e-01    1.26362e+22    5.79260e+21    3.80189e+21    7.99749e+21    7.73702e+20    0.00000e+00
    1.23600e-01    1.12073e+22    5.30946e+21    3.39866e+21    7.00420e+21    8.44707e+20    0.00000e+00
    1.30100e-01    9.91506e+21    4.91258e+21    3.06628e+21    6.16714e+21    9.22655e+20    0.00000e+00
    1.36900e-01    8.75722e+21    4.60606e+21    2.79970e+21    5.45588e+21    1.00663e+21    0.00000e+00
    1.44000e-01    7.71779e+21    4.37735e+21    2.58832e+21    4.85193e+21    1.09681e+21    0.00000e+00
    1.51500e-01    6.78822e+21    4.21300e+21    2.42917e+21    4.36026e+21    1.19465e+21    0.00000e+00
    1.59400e-01    5.96483e+21    4.12118e+21    2.31794e+21    3.95522e+21    1.30051e+21    0.00000e+00
    1.67700e-01    5.23309e+21    4.09090e+21    2.24737e+21    3.63201e+21    1.41447e+21    0.00000e+00
    1.76400e-01    4.58310e+21    4.11252e+21    2.21543e+21    3.38772e+21    1.53687e+21    0.00000e+00
    1.85600e-01    4.01843e+21    4.18972e+21    2.21855e+21    3.20258e+21    1.66939e+21    0.00000e+00
    1.95200e-01    3.51888e+21    4.31652e+21    2.25231e+21    3.07735e+21    1.81056e+21    0.00000e+00
    2.05400e-01    3.08730e+21    4.48980e+21    2.31645e+21    3.00921e+21    1.96389e+21    0.00000e+00
    2.16100e-01    2.71363e+21    4.70783e+21    2.40810e+21    2.98320e+21    2.12772e+21    0.00000e+00
