energies,photon,gluon,higgs,W,Z,neutrino,electron,muon,tau,up,down,charm,strange,top,bottom,graviton
0.0306365,1.22133e-94,0.0,0.0,0.0,0.0,3.0678e-94,2.0452e-94,0.0,0.0,6.1356e-94,6.1356e-94,0.0,0.0,0.0,0.0,1.61298e-94
0.0310847,2.0964e-96,0.0,0.0,0.0,0.0,5.54076e-96,3.69384e-96,0.0,0.0,1.10815e-95,1.10815e-95,0.0,0.0,0.0,0.0,2.98648e-96
0.0315394,4.12391e-98,0.0,0.0,0.0,0.0,1.09698e-97,7.31321e-98,0.0,0.0,2.19396e-97,2.19396e-97,0.0,0.0,0.0,0.0,6.01825e-98
0.0320008,6.90405e-100,0.0,0.0,0.0,0.0,1.72279e-99,1.14853e-99,0.0,0.0,3.44558e-99,3.44558e-99,0.0,0.0,0.0,0.0,9.32093e-100
0.032469,9.47075e-102,0.0,0.0,0.0,0.0,2.4289e-101,1.61927e-101,0.0,0.0,4.85781e-101,4.85781e-101,0.0,0.0,0.0,0.0,1.33338e-101
0.032944,1.48792e-103,0.0,0.0,0.0,0.0,3.97411e-103,2.6494e-103,0.0,0.0,7.94821e-103,7.94821e-103,0.0,0.0,0.0,0.0,2.24434e-103
0.0334259,2.206e-105,0.0,0.0,0.0,0.0,5.51299e-105,3.67532e-105,0.0,0.0,1.1026e-104,1.1026e-104,0.0,0.0,0.0,0.0,3.0769e-105
0.0339149,2.5029e-107,0.0,0.0,0.0,0.0,6.27576e-107,4.18384e-107,0.0,0.0,1.25515e-106,1.25515e-106,0.0,0.0,0.0,0.0,3.52542e-107
0.034411,3.13601e-109,0.0,0.0,0.0,0.0,8.33644e-109,5.55763e-109,0.0,0.0,1.66729e-108,1.66729e-108,0.0,0.0,0.0,0.0,4.84198e-109
0.0349144,3.94453e-111,0.0,0.0,0.0,0.0,9.82801e-111,6.55201e-111,0.0,0.0,1.9656e-110,1.9656e-110,0.0,0.0,0.0,0.0,5.65129e-111
0.0354252,3.6949e-113,0.0,0.0,0.0,0.0,9.14363e-113,6.09576e-113,0.0,0.0,1.82873e-112,1.82873e-112,0.0,0.0,0.0,0.0,5.27973e-113
0.0359434,3.77419e-115,0.0,0.0,0.0,0.0,9.96942e-115,6.64628e-115,0.0,0.0,1.99388e-114,1.99388e-114,0.0,0.0,0.0,0.0,5.96504e-115
0.0364693,3.89006e-117,0.0,0.0,0.0,0.0,9.56546e-117,6.37697e-117,0.0,0.0,1.91309e-116,1.91309e-116,0.0,0.0,0.0,0.0,5.65211e-117
0.0370028,2.95269e-119,0.0,0.0,0.0,0.0,7.28649e-119,4.85766e-119,0.0,0.0,1.4573e-118,1.4573e-118,0.0,0.0,0.0,0.0,4.34559e-119
0.0375441,2.52925e-121,0.0,0.0,0.0,0.0,6.6268e-121,4.41787e-121,0.0,0.0,1.32536e-120,1.32536e-120,0.0,0.0,0.0,0.0,4.08944e-121
0.0380933,2.05107e-123,0.0,0.0,0.0,0.0,4.92764e-123,3.2851e-123,0.0,0.0,9.85529e-123,9.85529e-123,0.0,0.0,0.0,0.0,2.98514e-123
0.0386506,1.2542e-125,0.0,0.0,0.0,0.0,3.13238e-125,2.08825e-125,0.0,0.0,6.26475e-125,6.26475e-125,0.0,0.0,0.0,0.0,1.94263e-125
0.039216,9.19087e-128,0.0,0.0,0.0,0.0,2.35774e-127,1.57183e-127,0.0,0.0,4.71549e-127,4.71549e-127,0.0,0.0,0.0,0.0,1.49572e-127
