Hawking primary spectra for each particle types.
energy/particle         photon         gluons          higgs            W+-             Z0      neutrinos       electron           muon            tau             up           down          charm        strange            top         bottom       graviton
    2.91960e-07    1.42020e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.47146e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.99350e-18
    2.97600e-07    1.50196e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.63978e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.10039e-17
    3.03348e-07    1.58844e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.81445e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.21164e-17
    3.09208e-07    1.67989e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.99569e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.33414e-17
    3.15181e-07    1.77660e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.18375e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.46903e-17
    3.21270e-07    1.87889e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.37889e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.61755e-17
    3.27476e-07    1.98706e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.58137e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.78109e-17
    3.33802e-07    2.10146e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.79148e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.96117e-17
    3.40250e-07    2.22245e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.00950e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.15945e-17
    3.46822e-07    2.35041e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.23573e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.37778e-17
    3.53522e-07    2.48573e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.47047e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.61818e-17
    3.60351e-07    2.62884e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.71405e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.88288e-17
    3.67312e-07    2.78019e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.96680e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.17435e-17
    3.74407e-07    2.94025e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.22906e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.49529e-17
    3.81640e-07    3.10953e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.50119e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.84868e-17
    3.89012e-07    3.28855e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.78357e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.23779e-17
    3.96527e-07    3.47789e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.07658e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.66625e-17
    4.04186e-07    3.67812e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.38062e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.13802e-17
    4.11994e-07    3.88988e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.69611e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.65749e-17
    4.19953e-07    4.11383e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.02347e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.22949e-17
    4.28065e-07    4.35068e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.36316e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.85931e-17
    4.36334e-07    4.60116e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.71563e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.55281e-17
    4.44763e-07    4.86606e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.00814e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    8.31642e-17
    4.53354e-07    5.14622e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.04609e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.15724e-17
    4.62112e-07    5.44250e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.08547e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.00831e-16
    4.71039e-07    5.75584e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.12633e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.11025e-16
    4.80138e-07    6.08722e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.16873e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.22250e-16
    4.89413e-07    6.43768e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.21273e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.34610e-16
    4.98867e-07    6.80832e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.25838e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.48220e-16
    5.08503e-07    7.20030e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.30575e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.63205e-16
    5.18326e-07    7.61484e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.35491e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.79706e-16
    5.28339e-07    8.05325e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.40591e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.97874e-16
    5.38545e-07    8.51690e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.45884e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.17880e-16
    5.48948e-07    9.00724e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.51375e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.39909e-16
    5.59552e-07    9.52582e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.57074e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.64164e-16
    5.70361e-07    1.00742e+01    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.62987e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.90872e-16
    5.81379e-07    1.06543e+01    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.69122e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.20280e-16
    5.92609e-07    1.12677e+01    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.75489e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.52662e-16
    6.04057e-07    1.19164e+01    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.82095e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.88317e-16
    6.15726e-07    1.26024e+01    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.88950e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.27578e-16
    6.27620e-07    1.33280e+01    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.96063e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.70807e-16
    6.39744e-07    1.40953e+01    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.03444e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.18407e-16
    6.52102e-07    1.49068e+01    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.11102e+09    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.70820e-16
