Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    2.05400e-01    3.09993e+24    2.35860e+24    2.14463e+24    4.32611e+24    4.10789e+21    0.00000e+00
    2.16100e-01    2.94326e+24    2.19389e+24    1.98446e+24    4.01531e+24    4.22562e+21    0.00000e+00
    2.27400e-01    2.78797e+24    2.03700e+24    1.82996e+24    3.71349e+24    4.03568e+21    0.00000e+00
    2.39200e-01    2.63304e+24    1.88836e+24    1.68343e+24    3.42158e+24    4.14696e+21    0.00000e+00
    2.51700e-01    2.48498e+24    1.74671e+24    1.54601e+24    3.14951e+24    4.02884e+21    0.00000e+00
    2.64800e-01    2.34101e+24    1.61120e+24    1.41769e+24    2.89378e+24    4.01058e+21    0.00000e+00
    2.78500e-01    2.20095e+24    1.48200e+24    1.29443e+24    2.65356e+24    3.99401e+21    0.00000e+00
    2.93000e-01    2.06355e+24    1.36181e+24    1.17941e+24    2.42498e+24    3.87596e+21    0.00000e+00
    3.08300e-01    1.93042e+24    1.24575e+24    1.07357e+24    2.21455e+24    3.83563e+21    0.00000e+00
    3.24400e-01    1.80156e+24    1.13989e+24    9.74792e+23    2.01564e+24    3.96363e+21    0.00000e+00
    3.41200e-01    1.67974e+24    1.04012e+24    8.82289e+23    1.82853e+24    3.73772e+21    0.00000e+00
    3.59000e-01    1.56340e+24    9.46509e+23    7.97418e+23    1.65523e+24    3.73288e+21    0.00000e+00
    3.77700e-01    1.45062e+24    8.57608e+23    7.17984e+23    1.49546e+24    3.65298e+21    0.00000e+00
    3.97400e-01    1.34176e+24    7.77279e+23    6.47118e+23    1.34763e+24    3.63109e+21    0.00000e+00
    4.18100e-01    1.23982e+24    7.01698e+23    5.79591e+23    1.21135e+24    3.58417e+21    0.00000e+00
    4.39800e-01    1.14163e+24    6.31902e+23    5.18026e+23    1.08897e+24    3.41584e+21    0.00000e+00
    4.62700e-01    1.05003e+24    5.67373e+23    4.61428e+23    9.73234e+23    3.35952e+21    0.00000e+00
    4.86800e-01    9.60786e+23    5.08347e+23    4.10970e+23    8.69546e+23    3.47125e+21    0.00000e+00
    5.12200e-01    8.80028e+23    4.54492e+23    3.64954e+23    7.74793e+23    3.37226e+21    0.00000e+00
    5.38800e-01    8.01287e+23    4.04731e+23    3.23027e+23    6.88401e+23    3.37233e+21    0.00000e+00
    5.66900e-01    7.28670e+23    3.59804e+23    2.85840e+23    6.10127e+23    3.28675e+21    0.00000e+00
    5.96400e-01    6.60775e+23    3.19075e+23    2.51451e+23    5.39444e+23    3.23105e+21    0.00000e+00
    6.27500e-01    5.97550e+23    2.82637e+23    2.20484e+23    4.75604e+23    3.24202e+21    0.00000e+00
    6.60100e-01    5.39357e+23    2.48675e+23    1.93954e+23    4.19108e+23    3.13282e+21    0.00000e+00
    6.94500e-01    4.84902e+23    2.19396e+23    1.69130e+23    3.67063e+23    3.05319e+21    0.00000e+00
    7.30700e-01    4.35584e+23    1.92468e+23    1.47726e+23    3.21374e+23    3.02314e+21    0.00000e+00
    7.68700e-01    3.89396e+23    1.68259e+23    1.28707e+23    2.80627e+23    2.92640e+21    0.00000e+00
    8.08800e-01    3.48433e+23    1.46885e+23    1.11715e+23    2.44392e+23    2.89648e+21    0.00000e+00
    8.50900e-01    3.10118e+23    1.27850e+23    9.64843e+22    2.11979e+23    2.77598e+21    0.00000e+00
    8.95200e-01    2.75701e+23    1.10971e+23    8.34675e+22    1.83812e+23    2.72419e+21    2.94188e+22
    9.41800e-01    2.44085e+23    9.57178e+22    7.18832e+22    1.58530e+23    2.61942e+21    1.21466e+23
    9.90800e-01    2.15722e+23    8.27605e+22    6.17574e+22    1.36897e+23    2.49058e+21    1.35835e+23
    1.04200e+00    1.90403e+23    7.13580e+22    5.28749e+22    1.17505e+23    2.41697e+21    1.30752e+23
    1.09700e+00    1.67596e+23    6.13784e+22    4.52750e+22    1.00985e+23    2.30949e+21    1.19779e+23
    1.15400e+00    1.47195e+23    5.26359e+22    3.86346e+22    8.62408e+22    2.21509e+21    1.07575e+23
    1.21400e+00    1.28779e+23    4.53362e+22    3.28633e+22    7.32468e+22    2.13712e+21    9.49742e+22
    1.27700e+00    1.12715e+23    3.87132e+22    2.80831e+22    6.24220e+22    2.09520e+21    8.34596e+22
    1.34400e+00    9.81002e+22    3.31865e+22    2.39583e+22    5.32543e+22    2.02800e+21    7.32571e+22
    1.41400e+00    8.53891e+22    2.84557e+22    2.03396e+22    4.50316e+22    1.95230e+21    6.39459e+22
    1.48700e+00    7.42390e+22    2.44759e+22    1.73657e+22    3.79547e+22    1.94301e+21    5.56194e+22
    1.56500e+00    6.40896e+22    2.09689e+22    1.46886e+22    3.21117e+22    1.93474e+21    4.84986e+22
    1.64600e+00    5.54489e+22    1.81082e+22    1.25224e+22    2.71775e+22    1.93884e+21    4.21236e+22
    1.73200e+00    4.79506e+22    1.56911e+22    1.07248e+22    2.27725e+22    1.96123e+21    3.64129e+22
    1.82200e+00    4.13929e+22    1.37452e+22    9.17639e+21    1.91631e+22    2.02280e+21    3.14086e+22
    1.91700e+00    3.55821e+22    1.20936e+22    7.92325e+21    1.61753e+22    2.09691e+21    2.70322e+22
    2.01700e+00    3.07795e+22    1.08144e+22    6.88265e+21    1.37585e+22    2.18330e+21    2.31081e+22
    2.12200e+00    2.64435e+22    9.74531e+21    6.06669e+21    1.17009e+22    2.29951e+21    1.96425e+22
    2.23200e+00    2.27644e+22    8.97049e+21    5.41869e+21    1.00636e+22    2.42297e+21    1.67546e+22
    2.34800e+00    1.97236e+22    8.41397e+21    4.95987e+21    8.71215e+21    2.56504e+21    1.41039e+22
    2.47000e+00    1.70275e+22    8.04522e+21    4.60621e+21    7.62581e+21    2.73111e+21    1.18903e+22
    2.59900e+00    1.47977e+22    7.84621e+21    4.36917e+21    6.73477e+21    2.91255e+21    9.84512e+21
    2.73400e+00    1.27332e+22    7.78797e+21    4.23750e+21    6.14923e+21    3.10691e+21    8.10345e+21
    2.87700e+00    1.10589e+22    7.86216e+21    4.19869e+21    5.68861e+21    3.32421e+21    6.67243e+21
    3.02700e+00    9.60897e+21    8.01081e+21    4.20778e+21    5.38214e+21    3.54721e+21    5.42595e+21
    3.18400e+00    8.33529e+21    8.24060e+21    4.26149e+21    5.18066e+21    3.77137e+21    4.36454e+21
    3.35000e+00    7.21886e+21    8.52561e+21    4.36023e+21    5.06099e+21    4.00116e+21    3.46030e+21
    3.52400e+00    6.22228e+21    8.81579e+21    4.48750e+21    5.02371e+21    4.22127e+21    2.73426e+21
    3.70800e+00    5.31350e+21    9.11126e+21    4.60922e+21    5.00907e+21    4.41902e+21    2.11552e+21
    3.90100e+00    4.63696e+21    9.35994e+21    4.71537e+21    5.00778e+21    4.58010e+21    1.60879e+21
    4.10400e+00    4.16984e+21    9.50669e+21    4.77754e+21    4.99523e+21    4.68354e+21    1.21694e+21
    4.31800e+00    3.79087e+21    9.51651e+21    4.77824e+21    4.93041e+21    4.70902e+21    9.08989e+20
    4.54300e+00    3.49181e+21    9.34333e+21    4.68429e+21    4.79573e+21    4.63733e+21    6.62305e+20
    4.77900e+00    3.19476e+21    8.96262e+21    4.48866e+21    4.56819e+21    4.45722e+21    4.80107e+20
    5.02800e+00    2.94648e+21    8.36202e+21    4.18572e+21    4.24165e+21    4.16426e+21    3.37381e+20
    5.29000e+00    2.71059e+21    7.56375e+21    3.78580e+21    3.82274e+21    3.77078e+21    2.41299e+20
    5.56500e+00    2.53553e+21    6.62533e+21    3.31467e+21    3.34021e+21    3.30497e+21    1.63320e+20
    5.85500e+00    2.34866e+21    5.60925e+21    2.80600e+21    2.82324e+21    2.79984e+21    1.10848e+20
    6.16000e+00    2.15580e+21    4.59602e+21    2.29882e+21    2.31005e+21    2.29489e+21    7.62715e+19
    6.48100e+00    1.92576e+21    3.64850e+21    1.82468e+21    1.83166e+21    1.82219e+21    5.04098e+19
    6.81800e+00    1.68815e+21    2.81748e+21    1.40903e+21    1.41373e+21    1.40752e+21    3.27867e+19
    7.17300e+00    1.41770e+21    2.12280e+21    1.06157e+21    1.06454e+21    1.06064e+21    2.17421e+19
    7.54700e+00    1.17025e+21    1.56735e+21    7.83733e+20    7.85638e+20    7.83235e+20    1.40320e+19
    7.94000e+00    8.93485e+20    1.14551e+21    5.72800e+20    5.73881e+20    5.72509e+20    8.75633e+18
    8.35300e+00    6.62881e+20    8.35253e+20    4.17615e+20    4.18325e+20    4.17473e+20    5.56507e+18
    8.78800e+00    4.70411e+20    6.11621e+20    3.05818e+20    3.06193e+20    3.05738e+20    3.25736e+18
    9.24600e+00    3.30643e+20    4.53689e+20    2.26850e+20    2.27057e+20    2.26804e+20    1.95937e+18
    9.72700e+00    2.25548e+20    3.37697e+20    1.68849e+20    1.68973e+20    1.68826e+20    1.12193e+18
    1.02300e+01    1.55929e+20    2.46653e+20    1.23326e+20    1.23391e+20    1.23316e+20    5.97622e+17
    1.07700e+01    9.83565e+19    1.71741e+20    8.58710e+19    8.59003e+19    8.58660e+19    3.27369e+17
    1.13300e+01    6.46482e+19    1.13118e+20    5.65581e+19    5.65749e+19    5.65565e+19    1.74692e+17
    1.19200e+01    4.36690e+19    6.93890e+19    3.46941e+19    3.47017e+19    3.46935e+19    9.56677e+16
    1.25400e+01    2.82295e+19    4.12120e+19    2.06060e+19    2.06098e+19    2.06057e+19    4.37339e+16
    1.31900e+01    1.83183e+19    2.34634e+19    1.17316e+19    1.17330e+19    1.17315e+19    2.19069e+16
    1.38800e+01    1.00099e+19    1.32213e+19    6.61062e+18    6.61136e+18    6.61060e+18    1.06802e+16
    1.46000e+01    5.46304e+18    7.64961e+18    3.82480e+18    3.82502e+18    3.82480e+18    4.27466e+15
    1.53600e+01    2.88438e+18    4.33901e+18    2.16950e+18    2.16959e+18    2.16950e+18    1.63042e+15
    1.61600e+01    1.46460e+18    2.36148e+18    1.18074e+18    1.18076e+18    1.18074e+18    5.00272e+14
    1.70000e+01    7.17720e+17    1.17396e+18    5.86981e+17    5.86982e+17    5.86981e+17    1.78307e+14
    1.78900e+01    3.56679e+17    5.34752e+17    2.67376e+17    2.67377e+17    2.67376e+17    4.10181e+13
    1.88200e+01    1.57049e+17    2.39165e+17    1.19582e+17    1.19582e+17    1.19582e+17    3.58087e+12
    1.98000e+01    5.69053e+16    1.06181e+17    5.30904e+16    5.30904e+16    5.30904e+16    4.53783e+11
    2.08300e+01    4.77408e+16    9.45979e+16    4.72989e+16    4.72989e+16    4.72989e+16    0.00000e+00
    2.19100e+01    5.02161e+16    9.95026e+16    4.97513e+16    4.97513e+16    4.97513e+16    0.00000e+00
    2.30500e+01    5.28289e+16    1.04680e+17    5.23399e+16    5.23399e+16    5.23399e+16    0.00000e+00
    2.42500e+01    5.55792e+16    1.10130e+17    5.50648e+16    5.50648e+16    5.50648e+16    0.00000e+00
    2.55200e+01    5.84900e+16    1.15897e+17    5.79486e+16    5.79486e+16    5.79486e+16    0.00000e+00
    2.68400e+01    6.15153e+16    1.21892e+17    6.09459e+16    6.09459e+16    6.09459e+16    0.00000e+00
    2.82400e+01    6.47240e+16    1.28250e+17    6.41249e+16    6.41249e+16    6.41249e+16    0.00000e+00
    2.97100e+01    6.80932e+16    1.34926e+17    6.74629e+16    6.74629e+16    6.74629e+16    0.00000e+00
    3.12600e+01    7.16457e+16    1.41965e+17    7.09825e+16    7.09825e+16    7.09825e+16    0.00000e+00
    3.28900e+01    7.53815e+16    1.49367e+17    7.46837e+16    7.46837e+16    7.46837e+16    0.00000e+00
    3.46000e+01    7.93007e+16    1.57133e+17    7.85666e+16    7.85666e+16    7.85666e+16    0.00000e+00
    3.64000e+01    8.34262e+16    1.65308e+17    8.26539e+16    8.26539e+16    8.26539e+16    0.00000e+00
    3.83000e+01    8.77808e+16    1.73937e+17    8.69683e+16    8.69683e+16    8.69683e+16    0.00000e+00
    4.02900e+01    9.23418e+16    1.82974e+17    9.14870e+16    9.14870e+16    9.14870e+16    0.00000e+00
    4.23900e+01    9.71548e+16    1.92511e+17    9.62555e+16    9.62555e+16    9.62555e+16    0.00000e+00
    4.46000e+01    1.02220e+17    2.02548e+17    1.01274e+17    1.01274e+17    1.01274e+17    0.00000e+00
    4.69200e+01    1.07537e+17    2.13084e+17    1.06542e+17    1.06542e+17    1.06542e+17    0.00000e+00
    4.93600e+01    1.13130e+17    2.24165e+17    1.12082e+17    1.12082e+17    1.12082e+17    0.00000e+00
    5.19300e+01    1.19020e+17    2.35836e+17    1.17918e+17    1.17918e+17    1.17918e+17    0.00000e+00
    5.46400e+01    1.25231e+17    2.48143e+17    1.24072e+17    1.24072e+17    1.24072e+17    0.00000e+00
    5.74800e+01    1.31740e+17    2.61041e+17    1.30521e+17    1.30521e+17    1.30521e+17    0.00000e+00
    6.04700e+01    1.38593e+17    2.74620e+17    1.37310e+17    1.37310e+17    1.37310e+17    0.00000e+00
    6.36200e+01    1.45812e+17    2.88925e+17    1.44463e+17    1.44463e+17    1.44463e+17    0.00000e+00
    6.69300e+01    1.53399e+17    3.03958e+17    1.51979e+17    1.51979e+17    1.51979e+17    0.00000e+00
    7.04200e+01    1.61398e+17    3.19807e+17    1.59904e+17    1.59904e+17    1.59904e+17    0.00000e+00
    7.40900e+01    1.69809e+17    3.36474e+17    1.68237e+17    1.68237e+17    1.68237e+17    0.00000e+00
    7.79400e+01    1.78633e+17    3.53959e+17    1.76979e+17    1.76979e+17    1.76979e+17    0.00000e+00
    8.20000e+01    1.87938e+17    3.72397e+17    1.86198e+17    1.86198e+17    1.86198e+17    0.00000e+00
    8.62700e+01    1.97725e+17    3.91789e+17    1.95894e+17    1.95894e+17    1.95894e+17    0.00000e+00
    9.07600e+01    2.08015e+17    4.12180e+17    2.06090e+17    2.06090e+17    2.06090e+17    0.00000e+00
    9.54900e+01    2.18856e+17    4.33661e+17    2.16830e+17    2.16830e+17    2.16830e+17    0.00000e+00
    1.00500e+02    2.30339e+17    4.56413e+17    2.28207e+17    2.28207e+17    2.28207e+17    0.00000e+00
    1.05700e+02    2.42257e+17    4.80029e+17    2.40014e+17    2.40014e+17    2.40014e+17    0.00000e+00
    1.11200e+02    2.54862e+17    5.05006e+17    2.52503e+17    2.52503e+17    2.52503e+17    0.00000e+00
    1.17000e+02    2.68156e+17    5.31347e+17    2.65673e+17    2.65673e+17    2.65673e+17    0.00000e+00
    1.23100e+02    2.82136e+17    5.59049e+17    2.79525e+17    2.79525e+17    2.79525e+17    0.00000e+00
    1.29500e+02    2.96805e+17    5.88114e+17    2.94057e+17    2.94057e+17    2.94057e+17    0.00000e+00
    1.36200e+02    3.12161e+17    6.18542e+17    3.09271e+17    3.09271e+17    3.09271e+17    0.00000e+00
    1.43300e+02    3.28433e+17    6.50786e+17    3.25393e+17    3.25393e+17    3.25393e+17    0.00000e+00
    1.50800e+02    3.45623e+17    6.84847e+17    3.42423e+17    3.42423e+17    3.42423e+17    0.00000e+00
    1.58600e+02    3.63500e+17    7.20270e+17    3.60135e+17    3.60135e+17    3.60135e+17    0.00000e+00
    1.66900e+02    3.82523e+17    7.57964e+17    3.78982e+17    3.78982e+17    3.78982e+17    0.00000e+00
    1.75600e+02    4.02462e+17    7.97474e+17    3.98737e+17    3.98737e+17    3.98737e+17    0.00000e+00
    1.84700e+02    4.23319e+17    8.38801e+17    4.19401e+17    4.19401e+17    4.19401e+17    0.00000e+00
    1.94300e+02    4.45322e+17    8.82399e+17    4.41199e+17    4.41199e+17    4.41199e+17    0.00000e+00
    2.04500e+02    4.68699e+17    9.28721e+17    4.64361e+17    4.64361e+17    4.64361e+17    0.00000e+00
    2.15100e+02    4.92994e+17    9.76860e+17    4.88430e+17    4.88430e+17    4.88430e+17    0.00000e+00
    2.26300e+02    5.18663e+17    1.02772e+18    5.13862e+17    5.13862e+17    5.13862e+17    0.00000e+00
    2.38100e+02    5.45708e+17    1.08131e+18    5.40657e+17    5.40657e+17    5.40657e+17    0.00000e+00
    2.50500e+02    5.74128e+17    1.13763e+18    5.68813e+17    5.68813e+17    5.68813e+17    0.00000e+00
    2.63500e+02    6.03923e+17    1.19667e+18    5.98333e+17    5.98333e+17    5.98333e+17    0.00000e+00
    2.77300e+02    6.35551e+17    1.25934e+18    6.29668e+17    6.29668e+17    6.29668e+17    0.00000e+00
    2.91700e+02    6.68555e+17    1.32473e+18    6.62367e+17    6.62367e+17    6.62367e+17    0.00000e+00
    3.06900e+02    7.03393e+17    1.39376e+18    6.96882e+17    6.96882e+17    6.96882e+17    0.00000e+00
    3.22900e+02    7.40063e+17    1.46643e+18    7.33213e+17    7.33213e+17    7.33213e+17    0.00000e+00
    3.39700e+02    7.78568e+17    1.54272e+18    7.71361e+17    7.71361e+17    7.71361e+17    0.00000e+00
    3.57400e+02    8.19135e+17    1.62311e+18    8.11553e+17    8.11553e+17    8.11553e+17    0.00000e+00
    3.76000e+02    8.61765e+17    1.70758e+18    8.53788e+17    8.53788e+17    8.53788e+17    0.00000e+00
    3.95500e+02    9.06457e+17    1.79613e+18    8.98067e+17    8.98067e+17    8.98067e+17    0.00000e+00
    4.16100e+02    9.53671e+17    1.88969e+18    9.44843e+17    9.44843e+17    9.44843e+17    0.00000e+00
    4.37800e+02    1.00341e+18    1.98824e+18    9.94118e+17    9.94118e+17    9.94118e+17    0.00000e+00
    4.60600e+02    1.05566e+18    2.09178e+18    1.04589e+18    1.04589e+18    1.04589e+18    0.00000e+00
    4.84600e+02    1.11067e+18    2.20077e+18    1.10039e+18    1.10039e+18    1.10039e+18    0.00000e+00
    5.09800e+02    1.16842e+18    2.31522e+18    1.15761e+18    1.15761e+18    1.15761e+18    0.00000e+00
    5.36400e+02    1.22939e+18    2.43602e+18    1.21801e+18    1.21801e+18    1.21801e+18    0.00000e+00
    5.64300e+02    1.29333e+18    2.56273e+18    1.28136e+18    1.28136e+18    1.28136e+18    0.00000e+00
    5.93700e+02    1.36072e+18    2.69624e+18    1.34812e+18    1.34812e+18    1.34812e+18    0.00000e+00
    6.24600e+02    1.43154e+18    2.83657e+18    1.41829e+18    1.41829e+18    1.41829e+18    0.00000e+00
    6.57100e+02    1.50603e+18    2.98417e+18    1.49208e+18    1.49208e+18    1.49208e+18    0.00000e+00
    6.91300e+02    1.58441e+18    3.13949e+18    1.56974e+18    1.56974e+18    1.56974e+18    0.00000e+00
    7.27300e+02    1.66692e+18    3.30298e+18    1.65149e+18    1.65149e+18    1.65149e+18    0.00000e+00
    7.65200e+02    1.75378e+18    3.47510e+18    1.73755e+18    1.73755e+18    1.73755e+18    0.00000e+00
    8.05000e+02    1.84500e+18    3.65585e+18    1.82792e+18    1.82792e+18    1.82792e+18    0.00000e+00
    8.46900e+02    1.94103e+18    3.84613e+18    1.92307e+18    1.92307e+18    1.92307e+18    0.00000e+00
    8.91000e+02    2.04211e+18    4.04641e+18    2.02320e+18    2.02320e+18    2.02320e+18    0.00000e+00
    9.37400e+02    2.14845e+18    4.25713e+18    2.12857e+18    2.12857e+18    2.12857e+18    0.00000e+00
    9.86300e+02    2.26053e+18    4.47921e+18    2.23960e+18    2.23960e+18    2.23960e+18    0.00000e+00
    1.03800e+03    2.37902e+18    4.71400e+18    2.35700e+18    2.35700e+18    2.35700e+18    0.00000e+00
    1.09200e+03    2.50278e+18    4.95924e+18    2.47962e+18    2.47962e+18    2.47962e+18    0.00000e+00
    1.14800e+03    2.63113e+18    5.21356e+18    2.60678e+18    2.60678e+18    2.60678e+18    0.00000e+00
    1.20800e+03    2.76865e+18    5.48604e+18    2.74302e+18    2.74302e+18    2.74302e+18    0.00000e+00
    1.27100e+03    2.91304e+18    5.77215e+18    2.88608e+18    2.88608e+18    2.88608e+18    0.00000e+00
    1.33700e+03    3.06431e+18    6.07188e+18    3.03594e+18    3.03594e+18    3.03594e+18    0.00000e+00
    1.40700e+03    3.22474e+18    6.38978e+18    3.19489e+18    3.19489e+18    3.19489e+18    0.00000e+00
    1.48000e+03    3.39205e+18    6.72131e+18    3.36065e+18    3.36065e+18    3.36065e+18    0.00000e+00
    1.55700e+03    3.56853e+18    7.07100e+18    3.53550e+18    3.53550e+18    3.53550e+18    0.00000e+00
    1.63800e+03    3.75418e+18    7.43885e+18    3.71943e+18    3.71943e+18    3.71943e+18    0.00000e+00
    1.72400e+03    3.95128e+18    7.82942e+18    3.91471e+18    3.91471e+18    3.91471e+18    0.00000e+00
    1.81400e+03    4.15756e+18    8.23814e+18    4.11907e+18    4.11907e+18    4.11907e+18    0.00000e+00
    1.90800e+03    4.37300e+18    8.66504e+18    4.33252e+18    4.33252e+18    4.33252e+18    0.00000e+00
    2.00700e+03    4.59990e+18    9.11464e+18    4.55732e+18    4.55732e+18    4.55732e+18    0.00000e+00
    2.11200e+03    4.84055e+18    9.59149e+18    4.79574e+18    4.79574e+18    4.79574e+18    0.00000e+00
    2.22200e+03    5.09266e+18    1.00910e+19    5.04552e+18    5.04552e+18    5.04552e+18    0.00000e+00
    2.33700e+03    5.35623e+18    1.06133e+19    5.30665e+18    5.30665e+18    5.30665e+18    0.00000e+00
    2.45900e+03    5.63585e+18    1.11674e+19    5.58368e+18    5.58368e+18    5.58368e+18    0.00000e+00
    2.58700e+03    5.92922e+18    1.17487e+19    5.87433e+18    5.87433e+18    5.87433e+18    0.00000e+00
    2.72200e+03    6.23863e+18    1.23618e+19    6.18088e+18    6.18088e+18    6.18088e+18    0.00000e+00
    2.86400e+03    6.56408e+18    1.30066e+19    6.50332e+18    6.50332e+18    6.50332e+18    0.00000e+00
    3.01300e+03    6.90558e+18    1.36833e+19    6.84166e+18    6.84166e+18    6.84166e+18    0.00000e+00
    3.17000e+03    7.26541e+18    1.43963e+19    7.19816e+18    7.19816e+18    7.19816e+18    0.00000e+00
    3.33500e+03    7.64358e+18    1.51457e+19    7.57283e+18    7.57283e+18    7.57283e+18    0.00000e+00
    3.50800e+03    8.04008e+18    1.59313e+19    7.96566e+18    7.96566e+18    7.96566e+18    0.00000e+00
    3.69100e+03    8.45950e+18    1.67624e+19    8.38120e+18    8.38120e+18    8.38120e+18    0.00000e+00
    3.88300e+03    8.89955e+18    1.76344e+19    8.81718e+18    8.81718e+18    8.81718e+18    0.00000e+00
    4.08500e+03    9.36252e+18    1.85517e+19    9.27586e+18    9.27586e+18    9.27586e+18    0.00000e+00
    4.29800e+03    9.85070e+18    1.95190e+19    9.75952e+18    9.75952e+18    9.75952e+18    0.00000e+00
    4.52200e+03    1.03641e+19    2.05363e+19    1.02682e+19    1.02682e+19    1.02682e+19    0.00000e+00
    4.75700e+03    1.09027e+19    2.16036e+19    1.08018e+19    1.08018e+19    1.08018e+19    0.00000e+00
    5.00500e+03    1.14711e+19    2.27298e+19    1.13649e+19    1.13649e+19    1.13649e+19    0.00000e+00
    5.26600e+03    1.20693e+19    2.39151e+19    1.19576e+19    1.19576e+19    1.19576e+19    0.00000e+00
    5.54000e+03    1.26973e+19    2.51595e+19    1.25797e+19    1.25797e+19    1.25797e+19    0.00000e+00
    5.82800e+03    1.33574e+19    2.64674e+19    1.32337e+19    1.32337e+19    1.32337e+19    0.00000e+00
    6.13200e+03    1.40541e+19    2.78480e+19    1.39240e+19    1.39240e+19    1.39240e+19    0.00000e+00
    6.45100e+03    1.47852e+19    2.92967e+19    1.46484e+19    1.46484e+19    1.46484e+19    0.00000e+00
    6.78700e+03    1.55553e+19    3.08226e+19    1.54113e+19    1.54113e+19    1.54113e+19    0.00000e+00
    7.14000e+03    1.63644e+19    3.24258e+19    1.62129e+19    1.62129e+19    1.62129e+19    0.00000e+00
    7.51200e+03    1.72170e+19    3.41152e+19    1.70576e+19    1.70576e+19    1.70576e+19    0.00000e+00
    7.90300e+03    1.81131e+19    3.58909e+19    1.79454e+19    1.79454e+19    1.79454e+19    0.00000e+00
    8.31500e+03    1.90574e+19    3.77619e+19    1.88810e+19    1.88810e+19    1.88810e+19    0.00000e+00
    8.74800e+03    2.00498e+19    3.97284e+19    1.98642e+19    1.98642e+19    1.98642e+19    0.00000e+00
    9.20300e+03    2.10926e+19    4.17947e+19    2.08974e+19    2.08974e+19    2.08974e+19    0.00000e+00
    9.68200e+03    2.21904e+19    4.39701e+19    2.19850e+19    2.19850e+19    2.19850e+19    0.00000e+00
    1.01900e+04    2.33547e+19    4.62771e+19    2.31386e+19    2.31386e+19    2.31386e+19    0.00000e+00
    1.07200e+04    2.45695e+19    4.86841e+19    2.43420e+19    2.43420e+19    2.43420e+19    0.00000e+00
    1.12700e+04    2.58300e+19    5.11819e+19    2.55909e+19    2.55909e+19    2.55909e+19    0.00000e+00
    1.18600e+04    2.71823e+19    5.38613e+19    2.69306e+19    2.69306e+19    2.69306e+19    0.00000e+00
    1.24800e+04    2.86033e+19    5.66770e+19    2.83385e+19    2.83385e+19    2.83385e+19    0.00000e+00
    1.31300e+04    3.00930e+19    5.96289e+19    2.98145e+19    2.98145e+19    2.98145e+19    0.00000e+00
    1.38100e+04    3.16515e+19    6.27171e+19    3.13585e+19    3.13585e+19    3.13585e+19    0.00000e+00
    1.45300e+04    3.33017e+19    6.59869e+19    3.29934e+19    3.29934e+19    3.29934e+19    0.00000e+00
    1.52900e+04    3.50436e+19    6.94384e+19    3.47192e+19    3.47192e+19    3.47192e+19    0.00000e+00
    1.60800e+04    3.68542e+19    7.30261e+19    3.65131e+19    3.65131e+19    3.65131e+19    0.00000e+00
    1.69200e+04    3.87794e+19    7.68409e+19    3.84205e+19    3.84205e+19    3.84205e+19    0.00000e+00
    1.78000e+04    4.07963e+19    8.08374e+19    4.04187e+19    4.04187e+19    4.04187e+19    0.00000e+00
    1.87300e+04    4.29278e+19    8.50609e+19    4.25304e+19    4.25304e+19    4.25304e+19    0.00000e+00
    1.97100e+04    4.51739e+19    8.95115e+19    4.47557e+19    4.47557e+19    4.47557e+19    0.00000e+00
    2.07300e+04    4.75117e+19    9.41437e+19    4.70719e+19    4.70719e+19    4.70719e+19    0.00000e+00
    2.18100e+04    4.99869e+19    9.90485e+19    4.95242e+19    4.95242e+19    4.95242e+19    0.00000e+00
    2.29500e+04    5.25997e+19    1.04226e+20    5.21128e+19    5.21128e+19    5.21128e+19    0.00000e+00
    2.41400e+04    5.53271e+19    1.09630e+20    5.48150e+19    5.48150e+19    5.48150e+19    0.00000e+00
    2.54000e+04    5.82150e+19    1.15352e+20    5.76761e+19    5.76761e+19    5.76761e+19    0.00000e+00
    2.67200e+04    6.12403e+19    1.21347e+20    6.06734e+19    6.06734e+19    6.06734e+19    0.00000e+00
    2.81100e+04    6.44261e+19    1.27659e+20    6.38297e+19    6.38297e+19    6.38297e+19    0.00000e+00
    2.95800e+04    6.77952e+19    1.34335e+20    6.71677e+19    6.71677e+19    6.71677e+19    0.00000e+00
    3.11200e+04    7.13248e+19    1.41329e+20    7.06646e+19    7.06646e+19    7.06646e+19    0.00000e+00
    3.27400e+04    7.50377e+19    1.48686e+20    7.43431e+19    7.43431e+19    7.43431e+19    0.00000e+00
    3.44400e+04    7.89340e+19    1.56407e+20    7.82033e+19    7.82033e+19    7.82033e+19    0.00000e+00
    3.62300e+04    8.30365e+19    1.64536e+20    8.22679e+19    8.22679e+19    8.22679e+19    0.00000e+00
    3.81200e+04    8.73683e+19    1.73119e+20    8.65595e+19    8.65595e+19    8.65595e+19    0.00000e+00
    4.01100e+04    9.19292e+19    1.82157e+20    9.10783e+19    9.10783e+19    9.10783e+19    0.00000e+00
    4.21900e+04    9.66964e+19    1.91603e+20    9.58013e+19    9.58013e+19    9.58013e+19    0.00000e+00
    4.43900e+04    1.01739e+20    2.01594e+20    1.00797e+20    1.00797e+20    1.00797e+20    0.00000e+00
    4.67000e+04    1.07033e+20    2.12085e+20    1.06042e+20    1.06042e+20    1.06042e+20    0.00000e+00
