Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    4.91300e+04    1.12602e+20    2.23120e+20    1.11560e+20    1.11560e+20    1.11560e+20    0.00000e+00
    5.16900e+04    1.18470e+20    2.34746e+20    1.17373e+20    1.17373e+20    1.17373e+20    0.00000e+00
    5.43800e+04    1.24635e+20    2.46963e+20    1.23481e+20    1.23481e+20    1.23481e+20    0.00000e+00
    5.72200e+04    1.31144e+20    2.59860e+20    1.29930e+20    1.29930e+20    1.29930e+20    0.00000e+00
    6.01900e+04    1.37951e+20    2.73348e+20    1.36674e+20    1.36674e+20    1.36674e+20    0.00000e+00
    6.33300e+04    1.45148e+20    2.87608e+20    1.43804e+20    1.43804e+20    1.43804e+20    0.00000e+00
    6.66300e+04    1.52711e+20    3.02595e+20    1.51298e+20    1.51298e+20    1.51298e+20    0.00000e+00
    7.01000e+04    1.60664e+20    3.18354e+20    1.59177e+20    1.59177e+20    1.59177e+20    0.00000e+00
    7.37500e+04    1.69030e+20    3.34930e+20    1.67465e+20    1.67465e+20    1.67465e+20    0.00000e+00
    7.75900e+04    1.77831e+20    3.52369e+20    1.76185e+20    1.76185e+20    1.76185e+20    0.00000e+00
    8.16300e+04    1.87090e+20    3.70716e+20    1.85358e+20    1.85358e+20    1.85358e+20    0.00000e+00
    8.58800e+04    1.96831e+20    3.90018e+20    1.95009e+20    1.95009e+20    1.95009e+20    0.00000e+00
    9.03500e+04    2.07076e+20    4.10318e+20    2.05159e+20    2.05159e+20    2.05159e+20    0.00000e+00
    9.50500e+04    2.17848e+20    4.31662e+20    2.15831e+20    2.15831e+20    2.15831e+20    0.00000e+00
    1.00000e+05    2.29193e+20    4.54142e+20    2.27071e+20    2.27071e+20    2.27071e+20    0.00000e+00
